"variable.name_calculator","sites.sitename","plot.name","calculatior_Biome","mean_OM"
"OM_wood","Savage River S.F., Turkey Lodge","old-growth forest","Subtropical",51.4
"OM_ag","Scituate Watershed D2","Forest recovery following pasture abandonment.72-y","T8",78.584
"OM_wood","Scituate Watershed D2","Forest recovery following pasture abandonment.72-y","Subtropical",4.6
"OM_litter","Scituate Watershed D2","Forest recovery following pasture abandonment.72-y","Subtropical",19.07
"OM_ag","Scituate Watershed D3","Forest recovery following pasture abandonment.99-y","T8",86.762
"OM_wood","Scituate Watershed D3","Forest recovery following pasture abandonment.99-y","Subtropical",4.6
"OM_litter","Scituate Watershed D3","Forest recovery following pasture abandonment.99-y","Subtropical",24.49
"OM_ag","Scituate Watershed H3","Less disturbed uncultivated site.103-y","T8",110.497
"OM_wood","Scituate Watershed H3","Less disturbed uncultivated site.103-y","Subtropical",7.3
"OM_litter","Scituate Watershed H3","Less disturbed uncultivated site.103-y","Subtropical",29.08
"OM_ag","Scituate Watershed H4","Forest recovery following pasture abandonment.114-y","T8",117.406
"OM_wood","Scituate Watershed H4","Forest recovery following pasture abandonment.114-y","Subtropical",4.6
"OM_litter","Scituate Watershed H4","Forest recovery following pasture abandonment.114-y","Subtropical",32.72
"OM_ag","Scituate Watershed J1","Forest recovery following pasture abandonment.99-y","T8",142.175
"OM_wood","Scituate Watershed J1","Forest recovery following pasture abandonment.99-y","Subtropical",4.6
"OM_litter","Scituate Watershed J1","Forest recovery following pasture abandonment.99-y","Subtropical",34.16
"OM_ag","Scituate Watershed P1","Less disturbed uncultivated site.61-y","T8",105.092
"OM_wood","Scituate Watershed P1","Less disturbed uncultivated site.61-y","Subtropical",3.3
"OM_litter","Scituate Watershed P1","Less disturbed uncultivated site.61-y","Subtropical",22.33
"OM_ag","Shigayama","NI","T10",90.48
"OM_root","Shigayama","NI","T10",30.13
"F_CO2","Silas Little Experimental Forest Oak/Pine stand","gypsy moth defoliation","T4",-10.5090946272964
"OM_ag","Site region 5E, site class I/high stocking class","Forest recovery following clear cut.65y","T10",49.71801
"OM_ag","Site region 5E, site class I/low stocking class","Forest recovery following clear cut.65y","T10",25.37483
"OM_ag","Site region 5E, site class II/high stocking class","Forest recovery following clear cut.65y","T10",35.74162
"OM_ag","Site region 5E, site class II/low stocking class","Forest recovery following clear cut.65y","T10",20.50939
"F_CO2","Sky Oaks chaparral old","unmanaged unburned since 1901",NA,-7.36204683079793
"OM_ag","Smithsonian Environmental Research Center (SERC), Frog Canyon","Quercus spp. old-growth forest","T4",219.7
"OM_wood","Smithsonian Environmental Research Center (SERC), Frog Canyon","Quercus spp. old-growth forest","Subtropical",18.4
"OM_ag","Smithsonian Environmental Research Center (SERC), Hog Island","old-growth forest","T4",194
"OM_wood","Smithsonian Environmental Research Center (SERC), Hog Island","old-growth forest","Subtropical",16.1
"OM_ag","Solling project B1","Forest recovery following clear-cut.122y","T8",128.92946
"OM_root","Solling project B1","Forest recovery following clear-cut.122y","T8",17.4417
"OM_ag","Solling project B3","Forest recovery following clear-cut.80y","T8",74.6172
"OM_ag","Solling project B4","Forest recovery following clear-cut.59y","T8",72.81757
"OM_ag","Southeastern Puerto Rico chronosequence","Forest recovery following pasture abandonment","T2",146.64
"OM_ag","Southern Karelian Spruce, Site 11","Forest recovery following clear-cut","T12",47.094
"OM_root","Southern Karelian Spruce, Site 11","Forest recovery following clear-cut","T12",10.15
"OM_ag","Southern Karelian Spruce, Site 12","Forest recovery following clear-cut","T12",63.356
"OM_root","Southern Karelian Spruce, Site 12","Forest recovery following clear-cut","T12",13.68
"OM_ag","Southern Karelian Spruce, Site 13","Forest recovery following clear-cut","T12",69.278
"OM_root","Southern Karelian Spruce, Site 13","Forest recovery following clear-cut","T12",15.6
"OM_ag","Southern Karelian Spruce, Site 14","Forest recovery following clear-cut","T12",88.7266
"OM_root","Southern Karelian Spruce, Site 14","Forest recovery following clear-cut","T12",19.27
"OM_ag","Southern Karelian Spruce, Site 15","Forest recovery following clear-cut","T12",92.2657
"OM_root","Southern Karelian Spruce, Site 15","Forest recovery following clear-cut","T12",21.15
"OM_ag","Southern Karelian Spruce, Site 16","Forest recovery following clear-cut","T12",100.1899
"OM_root","Southern Karelian Spruce, Site 16","Forest recovery following clear-cut","T12",21.62
"OM_ag","Southern Karelian Spruce, Site 17","Forest recovery following clear-cut","T12",96.6038
"OM_root","Southern Karelian Spruce, Site 17","Forest recovery following clear-cut","T12",22.33
"OM_ag","Subtropical broad-leaved evergreen forest chronosequence","Forest recovery following clear-cut.60y","T4",45.002171
"OM_ag","Sucusari A","terra firma SUC-01","T1",132.57055
"OM_ag","Sucusari B","terra firma SUC-02","T1",137.60895
"OM_ag","Susser Schlag","PO","T7",110.32
"OM_ag","Sweetbriar College, Carry Sanctuary","Quercus spp. old-growth forest","T4",121.4
"OM_wood","Sweetbriar College, Carry Sanctuary","Quercus spp. old-growth forest","Subtropical",20.7
"OM_ag","Sweetbriar College, Constitution Oaks","Quercus spp. old-growth forest","T4",142.3
"OM_wood","Sweetbriar College, Constitution Oaks","Quercus spp. old-growth forest","Subtropical",69.7
"F_CO2","Sylvania","unmanaged hemlock-hardwood old-growth","T9",-24.8809916040856
"OM_ag","Sylvania","unmanaged hemlock-hardwood old-growth","T9",126.98
"OM_root","Sylvania","unmanaged hemlock-hardwood old-growth","T9",7.01
"OM_ag","Tambopata-Candamo Reserve permanent plot TAM-01","terra firma, floodplain TAM-01","T1",119.9675
"OM_ag","Tambopata-Candamo Reserve permanent plot TAM-02","terra firma, floodplain TAM-02","T1",117.90185
"OM_ag","Tambopata-Candamo Reserve permanent plot TAM-04","terra firma, floodplain TAM-04","T1",130.88325
"OM_ag","Tambopata-Candamo Reserve permanent plot TAM-05","terra firma unmanaged primary forest","T1",119.7513
"OM_ag","Tambopata-Candamo Reserve permanent plot TAM-06","terra firma, floodplain unmanaged primary forest","T1",121.1331
"OM_ag","Tambopata-Candamo Reserve permanent plot TAM-07","terra firma TAM-07","T1",119.3988
"OM_wood","Tambopata-Candamo Reserve permanent plot TAM-08","terra firma TAM-08","Tropical",10.152
"OM_ag","Tanguro","control","T3",75.2
"OM_ag","Tapajos (Poorter)","mature 'old growth' forest","T2",218.08
"OM_ag","Tapajos NF near km 67 on BR-163","well-drained old-growth upland forest","T2",145.55
"OM_wood","Tapajos NF near km 67 on BR-163","well-drained old-growth upland forest","Tropical",48
"OM_ag","Tapajos,RP014","terra firma,1-4d TAP-01","T2",131.20285
"OM_ag","Tapajos,RP014","terra firma,5-8d TAP-02","T2",165.8771
"OM_ag","Tapajos,RP014","terra firma,9-12d TAP-03","T2",170.02015
"OM_ag","Thompson NSA (NOAS)","NI","T11",62.9
"OM_root","Thompson NSA (NOAS)","NI","T11",26.63
"F_CO2","Thompson NSA (NOBS)","unmanaged","T12",0.272668401140664
"OM_ag","Thompson NSA (NOBS)","unmanaged","T12",57.21
"OM_root","Thompson NSA (NOBS)","unmanaged","T12",27.63
"OM_ag","Thompson NSA (NOJP)","NI","T12",57.9
"OM_root","Thompson NSA (NOJP)","NI","T12",15.2
"OM_ag","Tiputini 2","terra firma TIP-02","T1",121.7206
"OM_ag","Tiputini 3","seasonally flooded TIP-03","T1",118.7267
"OM_ag","Tomsk 10","NI","T12",110.87
"OM_root","Tomsk 10","NI","T12",23.63
"OM_ag","Tomsk 11","NI","T12",34.94
"OM_ag","Tomsk 3","NI","T12",91.51
"OM_root","Tomsk 3","NI","T12",23.61
"OM_ag","Tomsk 4","NI","T12",163.39
"OM_root","Tomsk 4","NI","T12",26.43
"OM_ag","Tomsk 6","NI","T12",98.94
"OM_root","Tomsk 6","NI","T12",20.09
"OM_ag","Tomsk 7","NI","T12",79.24
"OM_root","Tomsk 7","NI","T12",19.16
"OM_ag","Trounson Forest Reserve","Agathis australis mature forest","T7",720.51
"F_CO2","Tura","natural regeneration after fire.Larix gmelinii forest","T13",-15.9056567332054
"OM_ag","Tura","natural regeneration after fire.Larix gmelinii forest","T13",11.38
"OM_ag","Tura","natural regeneration after fire.Larix gmelinii forest W1","T13",2.9563
"OM_ag","Uatuma","mature 'old growth' forest","T1",119.756
"F_CO2","University of Michigan Biological Station (UMBS)","secondary successional mixed northern hardwood forest","T9",-34.2653290766768
"OM_ag","University of Michigan Biological Station burn and clearcut experimental plots","Forest recovery following 1911 wildfire and subequent small-prescribed burns and clearcuts.50-y","T9",31.820316
"OM_ag","University of Michigan Biological Station burn and clearcut experimental plots","Forest recovery following 1911 wildfire and subequent small-prescribed burns and clearcuts.62-y","T9",21.032829
"OM_ag","University of Michigan Biological Station burn and clearcut experimental plots","Forest recovery following 1911 wildfire and subequent small-prescribed burns and clearcuts.87-y","T9",49.86982
"OM_ag","University of Michigan Biological Station Populus grandidentata chronosequence","Forest recovery following clear cut and prescribed burn.50-y","T9",41.454
"OM_ag","University of Michigan Biological Station Populus grandidentata chronosequence","Forest recovery following clear cut and prescribed burn.62-y","T9",32.947
"OM_ag","University of Michigan Biological Station Populus grandidentata chronosequence","Forest recovery following clear cut and prescribed burn.87-y","T9",65.8
"OM_ag","Virelles","NI","T8",56.87
"OM_root","Virelles","NI","T8",16.45
"F_CO2","Walker Branch","unmanaged, agricultural abandonment in 1940","T4",-139.666814362051
"OM_ag","Walker Branch","unmanaged, agricultural abandonment in 1940","T4",78.5
"OM_root","Walker Branch","unmanaged, agricultural abandonment in 1940","T4",13
"F_CO2","Walker Branch (WB) Forest","unmanaged","T4",-131.108056215136
"OM_ag","Walker Branch (WB) Forest","unmanaged","T4",93.4
"OM_root","Walker Branch (WB) Forest","unmanaged","T4",13
"OM_ag","Wave-regenerated Balsam Fir chronosequence","Forest recovery following five-year wave mortality events.51y","T10",38.33367
"OM_ag","Wave-regenerated Balsam Fir chronosequence","Forest recovery following five-year wave mortality events.54y","T10",56.98421
"OM_ag","Wave-regenerated Balsam Fir chronosequence","Forest recovery following five-year wave mortality events.56y","T10",57.34658
"OM_ag","Wave-regenerated Balsam Fir chronosequence","Forest recovery following five-year wave mortality events.58y","T10",64.45204
"OM_ag","Wave-regenerated Balsam Fir chronosequence","Forest recovery following five-year wave mortality events.59y","T10",63.24367
"OM_ag","Wildfire-regenerating Jack Pine Chronosequence 52","Forest recovery following wildfire","T10",44.2
"OM_wood","Wildfire-regenerating Jack Pine Chronosequence 52","Forest recovery following wildfire","Continental",2.256
"OM_ag","Wildfire-regenerating Jack Pine Chronosequence 72","Forest recovery following wildfire","T10",50.5
"OM_wood","Wildfire-regenerating Jack Pine Chronosequence 72","Forest recovery following wildfire","Continental",3.619
"F_CO2","Wind River Canopy Crane","old-growth douglas fir and western hemlock","T7",-11.2097009357829
"OM_wood","Wind River Ranger District chronosequence: clear-cut","Forest recovery following clear-cutting of mature forest.69y","Subtropical",82.36
"OM_wood","Wind River Ranger District chronosequence: harvested or stand-replacing fire","Forest recovery following harvest or stand-replacing fire.148y","Subtropical",50.73
"OM_wood","Wind River Ranger District chronosequence: harvested or stand-replacing fire","Forest recovery following harvest or stand-replacing fire.154y","Subtropical",62.18
"OM_wood","Wind River Ranger District chronosequence: harvested or stand-replacing fire","Forest recovery following harvest or stand-replacing fire.155y","Subtropical",55.64
"OM_wood","Wind River Ranger District chronosequence: harvested or stand-replacing fire","Forest recovery following harvest or stand-replacing fire.70y","Subtropical",36.545
"OM_wood","Wind River Ranger District chronosequence: harvested or stand-replacing fire","Forest recovery following harvest or stand-replacing fire.87y","Subtropical",46.18
"OM_wood","Wind River Ranger District Chronosequence: Primary Forest","undisturbed forest","Subtropical",63.74875
"OM_ag","Wuyishan.Xianfengling","Castanopsis eyrei community","T4",162.87803
"OM_root","Wuyishan.Xianfengling","Castanopsis eyrei community","T4",26.53667
"OM_litter","Wuyishan.Xianfengling","Castanopsis eyrei community","Subtropical",1.78224
"F_CO2","Yamashiro Experimental Forest","mixed forest","T5",-27.9485111169181
"OM_ag","Yamashiro Experimental Forest","mixed forest","T5",52.18
"OM_wood","Yamashiro Experimental Forest","mixed forest","Subtropical",0.61
"OM_ag","Yanamono A","terra firma  YAN-01","T1",138.48785
"OM_wood","Yanamono B","terra firma  YAN-01","Tropical",8.742
"F_CO2","Yenisei Abies","unmanaged","T12",-61.3503902566494
"F_CO2","Yenisei Betula","unmanaged","T11",-56.1242459014533
"F_CO2","Yenisei Mixed","unmanaged",NA,-22.722366761722
"OM_ag","Yusuhara kubotaniyama","unmanaged","T5",266.45
"OM_root","Yusuhara kubotaniyama","unmanaged","T5",77.82
"OM_ag","Yusuhara takatoriyama","unmanaged","T5",235.71
"OM_root","Yusuhara takatoriyama","unmanaged","T5",68.46
"OM_ag","Amacayacu CTFS-ForestGEO plot","25-ha forest dynamics plot","T1",125.819
"OM_ag","Hong Kong CTFS-ForestGEO plot","20-ha forest dynamics plot","T4",66.74
"OM_ag","Ituri- Edoro 1&2 CTFS-ForestGEO plots","composite of Edoro 1, Edoro 2","T1",181.655
"OM_ag","Ituri- Lenda 1&2 CTFS-ForestGEO plots","composite of Lenda 1, Lenda 2","T1",237.115
"OM_ag","Manaus CTFS-ForestGEO plot","25-ha forest dynamics plot","T1",161.492
"OM_ag","Mpala CTFS-ForestGEO plot","120-ha forest dynamics plot",NA,6.204
"OM_ag","Scotty Creek CTFS-ForestGEO plot","9.6 ha of 21-ha forest dynamics plot","T12",10.34
"OM_ag","Wanang CTFS-ForestGEO plot","50-ha forest dynamics plot","T1",152.28
"OM_ag","Xishuangbanna CTFS-ForestGEO plot","20-ha forest dynamics plot","T4",131.835
"OM_ag","Barro Colorado Island CTFS-ForestGEO plot","50-ha forest dynamics plot","T2",119.333
"OM_ag","Fushan CTFS-ForestGEO plot","25-ha forest dynamics plot","T4",101.285
"OM_ag","Korup CTFS-ForestGEO plot","50-ha forest dynamics plot","T2",237.256
"OM_ag","Lambir CTFS-ForestGEO plot","52-ha forest dynamics plot","T1",138.556
"OM_ag","Laupahoehoe CTFS-ForestGEO plot","4-ha forest dynamics plot","T8",127.088
"OM_ag","Palamanui CTFS-ForestGEO plot","4-ha forest dynamics plot","T8",13.959
"OM_ag","Palanan CTFS-ForestGEO plot","16-ha forest dynamics plot","T1",172.114
"OM_ag","Pasoh CTFS-ForestGEO plot","50-ha forest dynamics plot","T1",233.684
"OM_ag","Yasuni CTFS-ForestGEO plot","25-ha forest dynamics plot (western half of 50-ha forest dynamics plot), excluding disturbed 1ha","T1",132.728
"OM_ag","Tallish Oak_1","Site 1",NA,164.5
"OM_ag","Tallish Oak_2","Site 2",NA,160.9562
"OM_litter","Tallish Oak_1","Site 1",NA,7.7926
"OM_litter","Tallish Oak_2","Site 2",NA,6.1664
"OM_ag","Bab","Bab",NA,75.6512
"OM_root","Bab","Bab",NA,35.743782
"OM_ag","Fontainebleau-Barbeau (FR-Fon)","Fontainebleu","T8",104.34
"OM_root","Fontainebleau-Barbeau (FR-Fon)","Fontainebleu","T8",23.5
"OM_litter","Fontainebleau-Barbeau (FR-Fon)","Fontainebleu","Subtropical",6.58
"OM_ag","Rouquet","Rouquet",NA,123.14
"OM_root","Rouquet","Rouquet",NA,12.8075
"OM_litter","Rouquet","Rouquet",NA,5.358
"OM_ag","Sikfokut","Sikfokut","T8",104.293
"OM_root","Sikfokut","Sikfokut","T8",16.732
"OM_ag","Okinawa","Okinawa",NA,90.851
"OM_litter","Okinawa","Okinawa",NA,3.807
"OM_root","Pasoh Forest Reserve","primary forest","T1",12.455
"OM_litter","Pasoh Forest Reserve","primary forest","Tropical",5.922
"OM_ag","Meerdink","Meerdink","T8",128.31
"OM_root","Meerdink","Meerdink","T8",19.646
"OM_litter","Meerdink","Meerdink","Subtropical",96.585
"OM_ag","Sinaia","Site 2",NA,173.947
"OM_ag","San Juan","San Juan",NA,95.974
"OM_root","San Juan","San Juan",NA,25.145
"OM_ag","Andersby Angsbackar","Site 3","T9",19.9515
"OM_root","Andersby Angsbackar","Site 3","T9",35.626
"OM_litter","Andersby Angsbackar","Site 3","Continental",18.001
"OM_ag","Les Na Vorskle_7","Site 7",NA,117.876
"OM_ag","Les Na Vorskle_8","Site 8",NA,144.478
"OM_root","Les Na Vorskle_7","Site 7",NA,25.9205
"OM_root","Les Na Vorskle_8","Site 8",NA,50.901
"OM_ag","Central Forest Reserve","Central Forest Reserve",NA,96.585
"OM_root","Central Forest Reserve","Central Forest Reserve",NA,33.4405
"OM_ag","Manaus 1","Manaus","T2",190.82
"OM_root","Manaus 1","Manaus","T2",31.584
"OM_litter","Manaus 1","Manaus","Tropical",52.17
"OM_ag","Kampinos National Park","Kampinos","T7",124.7286
"OM_root","Kampinos National Park","Kampinos","T7",36.1947
"OM_ag","Coweeta Watershed 18","Watershed 18","T5",65.753
"OM_root","Coweeta Watershed 18","Watershed 18","T5",14.4055
"OM_litter","Coweeta Watershed 18","Watershed 18","Subtropical",4.1595
"OM_litter","Andrews 10","unmanaged","Subtropical",53.58
"OM_ag","Eglharting","Eglharting","T7",151.34
"OM_ag","Lubumbashi","Lubumbashi","T4",79.6885
"OM_root","Lubumbashi","Lubumbashi","T4",11.985
"OM_litter","El Verde","El Verde Dwarf","Tropical",2.021
"OM_ag","El Verde","El Verde Dwarf","T2",38.963
"OM_litter","Magdalena terraces primary forest","Undisturbed forest Bpa","Tropical",25.38
"OM_litter","Magdalena terraces primary forest","Undisturbed forest Bpb slope forest","Tropical",24.44
"OM_ag","km64","km64","T2",190.82
"OM_root","km64","km64","T2",31.584
"OM_ag","Cove Forest Long Branch 1","Long Branch 1","T4",185.18
"OM_ag","Cove Forest Long Branch 2","Long Branch 2","T4",154.63
"OM_ag","Cove Forest Porters Creek","Porters Creek","T4",153.22
"OM_ag","Cove Forest Roaring Fork 1","Roaring Fork 1","T4",195.05
"OM_ag","Cove Forest Roaring Fork 2","Roaring Fork 2","T4",207.27
"OM_ag","Cove Forest Roaring Fork 3","Roaring Fork 3","T4",221.37
"OM_ag","Dunn Creek","Dunn Creek","T4",192.7
"OM_ag","Cove Forest Long Branch Young 1","Young","T4",130.19
"OM_ag","Daxing'anling 54yrs","54yrs","T12",36.2
"OM_ag","Daxing'anling 55yrs","55yrs","T12",27.8
"OM_ag","Minnesota","71yrs","T10",18
"OM_ag","Minnesota","106yrs","T10",50.9
"OM_ag","New Brunswick, FNP","A1",NA,84.1
"OM_litter","New Brunswick, FNP","A1",NA,12.1
"OM_wood","New Brunswick, FNP","A1",NA,23.4
"OM_ag","New Brunswick, FNP","A2",NA,73.8
"OM_litter","New Brunswick, FNP","A2",NA,23.2
"OM_wood","New Brunswick, FNP","A2",NA,31
"OM_ag","New Brunswick, FNP","A3",NA,91.9
"OM_litter","New Brunswick, FNP","A3",NA,14.5
"OM_wood","New Brunswick, FNP","A3",NA,26.2
"OM_ag","New Brunswick, FNP","M1",NA,71.2
"OM_litter","New Brunswick, FNP","M1",NA,18.1
"OM_wood","New Brunswick, FNP","M1",NA,32.2
"OM_ag","New Brunswick, FNP","C1",NA,55.6
"OM_litter","New Brunswick, FNP","C1",NA,22.9
"OM_wood","New Brunswick, FNP","C1",NA,46.7
"OM_ag","New Brunswick, FNP","C2",NA,69.2
"OM_wood","New Brunswick, FNP","C2",NA,46.1
"OM_ag","New Brunswick, FNP","C3",NA,69.3
"OM_wood","New Brunswick, FNP","C3",NA,55.3
"OM_ag","BOREAS NSA-D1930","Boreal Evergreen Forest. Stand established around 1928","T12",55
"OM_root","BOREAS NSA-D1930","Boreal Evergreen Forest. Stand established around 1928","T12",12.2
"OM_ag","BOREAS NSA-W1930","Boreal Evergreen Forest. Stand established around 1928","T12",34
"OM_root","BOREAS NSA-W1930","Boreal Evergreen Forest. Stand established around 1928","T12",4.8
"OM_ag","BOREAS NSA-W1850; NOBS","Boreal Evergreen Forest. Stand established around 1848","T12",31
"OM_root","BOREAS NSA-W1850; NOBS","Boreal Evergreen Forest. Stand established around 1848","T12",3.5
"OM_litter","BOREAS SSA-OBS","Boreal Evergreen Forest. Stand established around 1881","Continental",33.5
"OM_litter","BOREAS SSA-BSSP","Boreal Evergreen Forest. Stand established around 1880","Continental",84.4
"OM_ag","BOREAS SSA-OBS","Boreal Evergreen Forest. Stand established around 1881","T12",55
"OM_ag","Oak Ridge","Temperate Deciduous Forest. Stand established around 1944","T4",162.5
"OM_ag","Manaus","Tropical Evergreen Forest","T1",350
"OM_litter","Harvard Forest-Prospect Hill","Temperate Deciduous Forest. Stand established around 1942",NA,20.2
"OM_litter","Maruia","Temperate Deciduous Forest","Subtropical",2.95
"OM_root","BOREAS SSA-OBS","Boreal Evergreen Forest. Stand established around 1881","T12",5.67
"OM_ag","Fuchu","Temperate Evergreen Forest. Stand established around 1900","T5",76.95
"OM_litter","Delta Junction-UB80","Boreal Evergreen Forest. Stand established around 1917","Continental",34.29
"OM_litter","Delta Junction-UB140","Boreal Evergreen Forest. Stand established around 1857","Continental",56.93
"OM_ag","BNZ LTER-5A","Boreal Evergreen Forest. Stand established around 1798","T12",17.62
"OM_ag","BNZ LTER-5C","Boreal Evergreen Forest. Stand established around 1828","T12",16.42
"OM_ag","BNZ LTER-5D","Boreal Evergreen Forest. Stand established around 1838","T12",16.85
"OM_ag","Yenisei-200ld","Boreal Evergreen Forest. Stand established around 1799","T12",106.8
"OM_litter","Solling","Temperate Deciduous Forest. Stand established around 1848","Subtropical",45
"OM_litter","Solling","Temperate Evergreen Forest. Stand established around 1883","Subtropical",50.5
"OM_litter","Solling","Temperate Evergreen Forest. Stand established around 1895","Subtropical",62
"OM_litter","UnterluSs","Temperate Deciduous Forest. Stand established around 1867","Subtropical",63.5
"OM_litter","UnterluSs","Temperate Evergreen Forest. Stand established around 1908","Subtropical",43
"OM_litter","UnterluSs","Temperate Evergreen Forest. Stand established around 1944","Subtropical",37.5
"OM_ag","Brindabella Range Eucalyptus pauciflora forest","Temperate Evergreen Forest. Stand established around 1939","T8",110.7
"OM_ag","Brindabella Range Eucalyptus pauciflora forest","Temperate Evergreen Forest with Fertilized (500 kgP/ha) treatment. Stand established around 1939","T8",106.2
"OM_ag","Deadman's Wash","Temperate Evergreen Forest. Stand established around 1829","T7",21
"OM_litter","Deadman's Wash","Temperate Evergreen Forest. Stand established around 1829","Subtropical",7
"OM_ag","Deadman's Wash","Temperate Evergreen Forest. Stand established around 1744","T7",29
"OM_litter","Deadman's Wash","Temperate Evergreen Forest. Stand established around 1744","Subtropical",20
"OM_ag","Wallaby Creek","Temperate Deciduous Forest. Stand established around 1728","T8",312.5
"OM_ag","Wallaby Creek","Temperate Deciduous Forest. Stand established around 1924","T8",206.25
"OM_ag","De Inslag Forest","Quercus robur Forest. Stand established around 1931","T8",99
"OM_ag","De Inslag Forest","Quercus robus; Pinus serotina Forest. Stand established around 1931","T8",104
"OM_ag","De Inslag Forest","Quercus robur; Rhododendron ponticum Forest. Stand established around 1931","T8",105
"OM_ag","De Inslag Forest","Pinus sylvestris Forest. Stand established around 1931","T7",97
"OM_ag","De Inslag Forest","Pinus sylvestris; Prunus serotina Forest. Stand established around 1931","T7",102
"OM_ag","De Inslag Forest","Pinus sylvestris; Rhododendron ponticum Forest. Stand established around 1931","T7",102
"OM_ag","Great Smoky NP","Temperate Evergreen Forest","T5",158.475
"OM_litter","Great Smoky NP","Temperate Evergreen Forest","Subtropical",23.2
"OM_ag","University Forest","Temperate Evergreen Forest. Stand established around 1938","T10",79.2
"OM_ag","Lavigne-cool","Temperate Evergreen Forest. Stand established around 1937","T10",88.7
"OM_ag","Lavigne-midtransect","Temperate Evergreen Forest. Stand established around 1947","T10",73.2
"OM_ag","BOREAS-SSA","Boreal Evergreen Forest. Stand established around 1920","T12",31.9
"OM_litter","BOREAS-SSA","Boreal Evergreen Forest. Stand established around 1920","Continental",8.6
"OM_ag","Yellowstone NP","Temperate Evergreen Forest. Stand established around 1891",NA,87.27
"OM_root","Yellowstone NP","Temperate Evergreen Forest. Stand established around 1891",NA,22.3
"OM_litter","Yellowstone NP","Temperate Evergreen Forest. Stand established around 1891",NA,8.68
"OM_ag","DF49","Temperate Evergreen Forest. Stand established around 1949","T7",0.08
"OM_ag","British Columbia Fluxnet Canada","Temperate Evergreen Forest. Stand established around 1949","T7",190
"OM_root","British Columbia Fluxnet Canada","Temperate Evergreen Forest. Stand established around 1949","T7",18.37
"OM_litter","British Columbia Fluxnet Canada","Temperate Evergreen Forest. Stand established around 1949","Subtropical",30
"OM_ag","BOREAS NSA-CBS","Boreal Evergreen Forest. Stand established around 1914","T12",14.37
"OM_ag","BOREAS NSA-CJP","Boreal Evergreen Forest. Stand established around 1914","T12",20.09
"OM_ag","BOREAS SSA-OBS","Boreal Evergreen Forest. Stand established around 1896","T12",66.95
"OM_root","BOREAS SSA-OBS","Boreal Evergreen Forest. Stand established around 1896","T12",15
"OM_ag","BOREAS SSA-OBS","Boreal Evergreen Forest. Stand established around 1866","T12",50.3
"OM_root","BOREAS SSA-OBS","Boreal Evergreen Forest. Stand established around 1866","T12",11
"OM_ag","Helsinki University Forestry Station","Boreal Evergreen Forest. Stand established around 1894","T12",75.1666666666667
"OM_ag","Bornhoved Lake District","Temperate Deciduous Forest. Stand established around 1937","T8",97.25
"OM_litter","Centennial Forest","Temperate Evergreen Forest. Stand established around 1919","Subtropical",15.73
"OM_litter","Turkey Lakes Watershed","Temperate Deciduous Forest. Stand established around 1865","Continental",21.8
"OM_litter","Great Lakes-St. Lawrence Forest Region of Rowe","Temperate Evergreen Forest. Stand established around 1920","Continental",24.7333333333333
"OM_litter","West Virginia University Forest","Temperate Deciduous Forest. Stand established around 1937","Subtropical",1.76
"OM_litter","Dinghushan Biosphere Reserve","Tropical Evergreen Forest. Stand established around 1604","Subtropical",4.45
"OM_root","Gaumont-Guay_2008_bcor research site in Saskatchewan Canada","Boreal Evergreen Forest. Stand established around 1879","T12",4.7
"OM_root","Aheden","Boreal Evergreen Forest. Stand established around 1950","T12",1.06
"OM_litter","De Inslag Forest","Pinus sylvestris Forest. Stand established around 1929","Subtropical",27
"OM_ag","Hyytiala Forestry Station","Boreal Evergreen Forest. Stand established around 1867","T12",75
"OM_ag","Hubbard Brook-W6","Temperate Deciduous Forest. Stand established around 1915","T9",94.95
"OM_root","Hubbard Brook-W6","Temperate Deciduous Forest. Stand established around 1915","T9",25.11
"OM_litter","Hubbard Brook-W6","Temperate Deciduous Forest. Stand established around 1915","Continental",29.7
"OM_litter","Wind River Canopy Crane Research Facilty","Temperate Evergreen Forest. Stand established around 1499","Subtropical",3.2
"OM_ag","Campbell River","Temperate Evergreen Forest. Stand established around 1949","T7",190
"OM_root","Campbell River","Temperate Evergreen Forest. Stand established around 1949","T7",23
"OM_litter","Campbell River","Temperate Evergreen Forest. Stand established around 1949","Subtropical",30
"OM_litter","Chequamegon-Willow Creek","Temperate Deciduous Forest. Stand established around 1927","Continental",3.41
"OM_litter","Chequamegon-Willow Creek","Temperate Deciduous Forest. Stand established around 1920","Continental",3.76
"OM_litter","Chequamegon-Willow Creek","Temperate Deciduous Forest. Stand established around 1938",NA,5.64
"OM_litter","Chequamegon-Willow Creek","Temperate Deciduous Forest. Stand established around 1944",NA,8.37
"OM_litter","Chequamegon-Willow Creek","Temperate Deciduous Forest. Stand established around 1934","Continental",4.335
"OM_ag","Xinkou Experimental Forestry Centre-Xiaohu","Subtropical Evergreen Forest","T4",191.056666666667
"OM_litter","Xinkou Experimental Forestry Centre-Xiaohu","Subtropical Evergreen Forest","Subtropical",3.05
"OM_ag","GSMNP-Noland Divide Watershed","Temperate Evergreen Forest","T5",139.7
"OM_litter","GSMNP-Noland Divide Watershed","Temperate Evergreen Forest","Subtropical",25.6875
"OM_litter","Simpevarp","Temperate Evergreen Forest. Stand established around 1949","Subtropical",8
"OM_litter","Simpevarp","Temperate Deciduous Forest. Stand established around 1892","Subtropical",2.45
