"measurement.ID","sites.sitename","plot.name","stand.age","dominant.life.form","dominant.veg","scientific.name","veg.notes","variable.name","date","date.loc","start.date","start.date.loc","end.date","end.date.loc","mean","n","stat.name","stat","area.sampled","notes","method.ID","allometry_1","allometry_2","min.dbh","depth","covariate_1","coV_1.value","covariate_2","coV_2.value","conflicts","R.group","S.group","D.group","D.precedence","conflict.type","D.precedence.measurement.ID","conflicts.notes","citation.ID","loaded.from","source.notes","measurement.ID.v1","loaded.by","checked.ori.pub","ForC.investigator","required.citations","flag.suspicious"
41397,"Rongjiang Guizhou 6","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4952)","45","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1215,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9500, site.id #4740",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41399,"Rongjiang Guizhou 6","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4952)","45","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1215,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9501, site.id #4740",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41401,"Rongjiang Guizhou 7","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4953)","50","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,881,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9502, site.id #4741",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41403,"Rongjiang Guizhou 7","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4953)","50","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,881,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9503, site.id #4741",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41405,"Rongjiang Guizhou 8","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4956)","50","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,434,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9504, site.id #4742",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41407,"Rongjiang Guizhou 8","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4956)","50","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,434,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9505, site.id #4742",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41409,"Rongjiang Guizhou 9","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4967)","70","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,806,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9506, site.id #4743",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41411,"Rongjiang Guizhou 9","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4967)","70","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,806,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9507, site.id #4743",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41413,"Rongjiang Guizhou 10","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4973)","20","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,2032,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9508, site.id #4744",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41415,"Rongjiang Guizhou 10","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4973)","20","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,2032,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9509, site.id #4744",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41417,"Rongjiang Guizhou 11","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4975)","40","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1029,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9510, site.id #4745",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41419,"Rongjiang Guizhou 11","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4975)","40","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1029,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9511, site.id #4745",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41421,"Rongjiang Guizhou 12","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4984)","20","woody","2TB",NA,"Quercus spp.","stand.density","NI",9,NA,9,NA,9,1388,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9512, site.id #4746",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41423,"Rongjiang Guizhou 12","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4984)","20","woody","2TB",NA,"Quercus spp.","stand.density","NI",9,NA,9,NA,9,1388,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9513, site.id #4746",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41425,"Rongjiang Guizhou 13","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4991)","70","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1495,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9514, site.id #4747",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41427,"Rongjiang Guizhou 13","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 4991)","70","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1495,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9515, site.id #4747",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41429,"Rongshui Guangxi ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5008)","62","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,163,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9516, site.id #4748",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41431,"Rongshui Guangxi ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5008)","62","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,163,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9517, site.id #4748",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41433,"Rongshui Guangxi 1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5014)","20","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,686,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9518, site.id #4749",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41435,"Rongshui Guangxi 1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5014)","20","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,686,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9519, site.id #4749",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41437,"Rongshui Guangxi 2","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5055)","52","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,360,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9520, site.id #4750",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41439,"Rongshui Guangxi 2","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5055)","52","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,360,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9521, site.id #4750",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41441,"Rongshui Guangxi 3","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5060)","47","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,387,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9522, site.id #4751",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41443,"Rongshui Guangxi 3","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5060)","47","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,387,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9523, site.id #4751",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41445,"Rongshui Guangxi 4","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5068)","73","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1195,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9524, site.id #4752",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41447,"Rongshui Guangxi 4","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5068)","73","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1195,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9525, site.id #4752",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41449,"Rongshui Guangxi 5","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5069)","57","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,774,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9526, site.id #4753",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41451,"Rongshui Guangxi 5","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5069)","57","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,774,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9527, site.id #4753",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41453,"Rongshui Guangxi 6","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5070)","13","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,2498,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9528, site.id #4754",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41455,"Rongshui Guangxi 6","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5070)","13","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,2498,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9529, site.id #4754",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41457,"Rongshui Guangxi 7","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5074)","62","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,127,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9530, site.id #4755",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41459,"Rongshui Guangxi 7","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5074)","62","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,127,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9531, site.id #4755",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41461,"Rongshui Guangxi 8","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5075)","53","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,212,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9532, site.id #4756",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41463,"Rongshui Guangxi 8","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5075)","53","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,212,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9533, site.id #4756",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41465,"Rongshui Guangxi 9","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5076)","63","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,203,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9534, site.id #4757",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41467,"Rongshui Guangxi 9","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5077)","39","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,536,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9536, site.id #4757",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41469,"Rongshui Guangxi 9","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5076)","63","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,203,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9535, site.id #4757",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41471,"Rongshui Guangxi 9","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5077)","39","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,536,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9537, site.id #4757",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41473,"Rongshui Guangxi 10","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5082)","45","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,752,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9538, site.id #4758",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41475,"Rongshui Guangxi 10","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5082)","45","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,752,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9539, site.id #4758",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41477,"Rongshui Guangxi 11","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5090)","16","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1662,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9540, site.id #4759",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41479,"Rongshui Guangxi 11","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5090)","16","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1662,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9541, site.id #4759",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41481,"Rongshui Guangxi 12","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5109)","14","woody","2TB",NA,"Quercus liaotungensis Koidz","stand.density","NI",9,NA,9,NA,9,1896,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9542, site.id #4760",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41483,"Rongshui Guangxi 12","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5109)","14","woody","2TB",NA,"Quercus liaotungensis Koidz","stand.density","NI",9,NA,9,NA,9,1896,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9543, site.id #4760",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41485,"Sandaochuan Shanxi ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5978)","23","woody","2TDB",NA,"Betula spp.","stand.density","NI",9,NA,9,NA,9,631,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9548, site.id #4761",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41487,"Sandaochuan Shanxi ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5978)","23","woody","2TDB",NA,"Betula spp.","stand.density","NI",9,NA,9,NA,9,631,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9549, site.id #4761",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41489,"Sandaochuan Shanxi ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5980)","20","woody","2TB",NA,"Betula spp., Platycladus orientalis, Quercus spp.","stand.density","NI",9,NA,9,NA,9,1748,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9552, site.id #4761",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41491,"Sandaochuan Shanxi ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5980)","20","woody","2TB",NA,"Betula spp., Platycladus orientalis, Quercus spp.","stand.density","NI",9,NA,9,NA,9,1748,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9553, site.id #4761",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
41493,"Sandaochuan Shanxi ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 5981)","40","woody","2TM",NA,"Betula spp., Populus spp., Pinus tabuliformis","stand.density","NI",9,NA,9,NA,9,887,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #9554, site.id #4761",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
