measurementID,sites.sitename,plot.name,stand.age,dominantveg,scientificname,acceptedsymbol,Regentype,Managementtype,variables.name,method_id,date,dateloc,start_date,start_dateloc,end_date,end_dateloc,mean,n,statname,stat,notes,covariate_1,coV1_value,coV1_units,covariate_2,coV2_value,coV2_units,covariate_3,coV3_value,coV3_units,dupcode,dupnum,citations.doi,citations.author,citations.year,citations.title,loaded_from,measurementID.v1,ForC_investigator
3171,Pepeekeo,plantation control,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,ANPP_woody_C,NAC,1997.01.01,8,NA,9,NA,9,8.1,NAC,SE,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1948,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3172,Pepeekeo,plantation + delayed FI,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,ANPP_woody_C,NAC,1997.01.01,8,NA,9,NA,9,8.6,NAC,SE,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1949,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3173,Pepeekeo,plantation control,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,BNPP_root_C,NAC,1997.01.01,8,NA,9,NA,9,1.6,NAC,SE,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1950,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3174,Pepeekeo,plantation + delayed FI,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,BNPP_root_C,NAC,1997.01.01,8,NA,9,NA,9,1.7,NAC,SE,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1951,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3175,Pepeekeo,plantation control,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,GPP_C_annual,10,1997.01.01,8,NA,9,NA,9,39.6,NAC,SE,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1952,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3176,Pepeekeo,plantation + delayed FI,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,GPP_C_annual,10,1997.01.01,8,NA,9,NA,9,38.1,NAC,SE,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1953,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3177,Pepeekeo,plantation control,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,NPP_1_C,95,1997.01.01,8,NA,9,NA,9,12.1,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1954,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3178,Pepeekeo,plantation + delayed FI,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,NPP_1_C,95,1997.01.01,8,NA,9,NA,9,12.8,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1955,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3179,Pepeekeo,plantation control,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,ANPP_2_C,NAC,NA,9,1998.01.01,8,2000.01.01,8,7.5,NAC,SE,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1956,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3180,Pepeekeo,plantation + delayed FI,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,ANPP_2_C,NAC,NA,9,1998.01.01,8,2000.01.01,8,13.9,NAC,SE,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1957,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3181,Pepeekeo,plantation control,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,ANPP_foliage_C,NAC,NA,9,1998.01.01,8,2000.01.01,8,2.5,NAC,SE,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1958,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3182,Pepeekeo,plantation + delayed FI,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,ANPP_foliage_C,NAC,NA,9,1998.01.01,8,2000.01.01,8,3.9,NAC,SE,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1959,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3183,Pepeekeo,plantation control,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,ANPP_woody_C,NAC,NA,9,1998.01.01,8,2000.01.01,8,5,NAC,SE,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1960,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3184,Pepeekeo,plantation + delayed FI,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,ANPP_woody_C,NAC,NA,9,1998.01.01,8,2000.01.01,8,10,NAC,SE,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1961,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3185,Pepeekeo,plantation control,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,BNPP_root_C,NAC,NA,9,1998.01.01,8,2000.01.01,8,1,NAC,SE,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1962,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3186,Pepeekeo,plantation + delayed FI,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,BNPP_root_C,NAC,NA,9,1998.01.01,8,2000.01.01,8,2,NAC,SE,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1963,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3187,Pepeekeo,plantation control,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,GPP_C_annual,10,NA,9,1998.01.01,8,2000.01.01,8,29.5,NAC,SE,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1964,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3188,Pepeekeo,plantation + delayed FI,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,GPP_C_annual,10,NA,9,1998.01.01,8,2000.01.01,8,39.5,NAC,SE,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1965,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3189,Pepeekeo,plantation control,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,NPP_1_C,95,NA,9,1998.01.01,8,2000.01.01,8,8.5,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1966,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3190,Pepeekeo,plantation + delayed FI,6,2TEB,Eucalyptus saligna ,EUSA,plantation,O,NPP_1_C,95,NA,9,1998.01.01,8,2000.01.01,8,15.9,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-2486.2003.00558.x,Giardina,2003,Primary production and carbon allocation in relation to nutrient supply in a tropical experimental forest,Luyssaert et al. 2007,1967,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3191,Pepeekeo,plantation control,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,R_het_annual,NI,NA,9,1996.01.01,8,1997.01.01,8,6,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1007/s00442-004-1552-0,Giardina,2004,Belowground carbon cycling in a humid tropical forest decreases with fertilization,Luyssaert et al. 2007,1968,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3192,Pepeekeo,plantation + FI,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,R_het_annual,NI,NA,9,1996.01.01,8,1997.01.01,8,5.8,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1007/s00442-004-1552-0,Giardina,2004,Belowground carbon cycling in a humid tropical forest decreases with fertilization,Luyssaert et al. 2007,1969,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3193,Pepeekeo,plantation control,3,2TEB,Eucalyptus saligna ,EUSA,plantation,O,Rsoil_annual,NI,NA,9,1996.01.01,8,1997.01.01,8,22.2,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1007/s00442-004-1552-0,Giardina,2004,Belowground carbon cycling in a humid tropical forest decreases with fertilization,Luyssaert et al. 2007,1970,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3194,Pepeekeo,plantation + FI,3,2TEB,Eucalyptus saligna ,EUSA,plantation,M,Rsoil_annual,NI,NA,9,1996.01.01,8,1997.01.01,8,18.4,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1007/s00442-004-1552-0,Giardina,2004,Belowground carbon cycling in a humid tropical forest decreases with fertilization,Luyssaert et al. 2007,1971,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3195,Pibiri,mature 'old growth' forest,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,397.7,NI,NI,NI,NA,min_dbh,10,cm,allometric_equation,2,NA,NA,NA,NA,0,0,10.1111/geb.12364,Poorter,2015,Diversity enhances carbon storage in tropical forests,original study,16738,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3196,Pico del Este,Mature Lower montane rain (dwarf) forest,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,45,NI,NI,NI,"CWD was 11 t/ha. prim ref: Lugo and Murphy 1986, Murphy and Lugo 1986..",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/616,Clark,2013,"NPP Tropical Forest: Consistent Worldwide Site Estimates, 1967-1999, R1. Dataset.",,2350,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3197,Pico del Este,Mature Lower montane rain (dwarf) forest,999,2TEB,NA,2TEB,nodata,O,Deadwood,NAC,NI,9,NI,9,NI,9,11,NI,NI,NI,"CWD was 11 t/ha. prim ref: Lugo and Murphy 1986, Murphy and Lugo 1986..",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/616,Clark,2013,"NPP Tropical Forest: Consistent Worldwide Site Estimates, 1967-1999, R1. Dataset.",,2393,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3198,Pico del Este,Mature Lower montane rain (dwarf) forest,999,2TEB,NA,2TEB,nodata,UM,ANPP_litterfall_2,NAC,NI,9,NI,9,NI,9,4.8,NI,NI,NI,"Monthly, 1 year, 30 0.35sq.m traps, leaves, any wood (0.5 Mg), misc. plant parts. prim ref: Lugo and Murphy 1986, Murphy and Lugo 1986..",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/616,Clark,2013,"NPP Tropical Forest: Consistent Worldwide Site Estimates, 1967-1999, R1. Dataset.",,2423,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3199,Pifo Polylepis Forest,Forest recovery following harvest,6,2TEB,NA,2TEB,natother,UM,Biomass_ag,NAC,1998.10.01,6,NA,9,NA,9,77.3,3,SE,16.48,All plants (no min_dbh).,min_dbh,0,m,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,"Markku Larjavaara, personal communication",799,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3200,Pifo Polylepis Forest,Forest recovery following pasture abandonment ,15,2TEB,NA,2TEB,natgrazed,UM,Biomass_ag,NAC,1998.10.01,6,NA,9,NA,9,79.7,3,SE,12.01,All plants (no min_dbh).,min_dbh,0,m,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,"Markku Larjavaara, personal communication",800,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3201,Pifo Polylepis Forest,Forest recovery following 1958 landslide,30,2TEB,NA,2TEB,natother,UM,Biomass_ag,NAC,1998.10.01,6,NA,9,NA,9,165.9,3,SE,38.09,All plants (no min_dbh).,min_dbh,0,m,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,"Markku Larjavaara, personal communication",801,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3202,Pifo Polylepis Forest,Forest recovery following harvest,6,2TEB,NA,2TEB,natother,UM,Standingdeadwood,NAC,1998.10.01,6,NA,9,NA,9,0,3,SE,0,NA,min_diameter,0,cm,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,802,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3203,Pifo Polylepis Forest,Forest recovery following pasture abandonment ,15,2TEB,NA,2TEB,natgrazed,UM,Standingdeadwood,NAC,1998.10.01,6,NA,9,NA,9,0,3,SE,0,NA,min_diameter,0,cm,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,803,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3204,Pifo Polylepis Forest,Forest recovery following 1958 landslide,30,2TEB,NA,2TEB,natother,UM,Standingdeadwood,NAC,1998.10.01,6,NA,9,NA,9,0,3,SE,0,NA,min_diameter,0,cm,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,804,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3205,Pifo Polylepis Forest,Forest recovery following harvest,6,2TEB,NA,2TEB,natother,UM,ANPP_stem,NAC,1998.10.01,6,NA,9,NA,9,15,3,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,805,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3206,Pifo Polylepis Forest,Forest recovery following pasture abandonment ,15,2TEB,NA,2TEB,natgrazed,UM,ANPP_stem,NAC,1998.10.01,6,NA,9,NA,9,16.2,3,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,806,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3207,Pifo Polylepis Forest,Forest recovery following 1958 landslide,30,2TEB,NA,2TEB,natother,UM,ANPP_stem,NAC,1998.10.01,6,NA,9,NA,9,6.9,3,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,807,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3208,Pifo Polylepis Forest,Forest recovery following harvest,6,2TEB,NA,2TEB,natother,UM,Organic layer,NAC,1998.10.01,6,NA,9,NA,9,12.7,3,SE,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,808,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3209,Pifo Polylepis Forest,Forest recovery following pasture abandonment ,15,2TEB,NA,2TEB,natgrazed,UM,Organic layer,NAC,1998.10.01,6,NA,9,NA,9,13.2,3,SE,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,809,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3210,Pifo Polylepis Forest,Forest recovery following 1958 landslide,30,2TEB,NA,2TEB,natother,UM,Organic layer,NAC,1998.10.01,6,NA,9,NA,9,40,3,SE,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,810,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3211,Pifo Polylepis Forest,old-growth forest,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,NAC,1998.10.01,6,NA,9,NA,9,331.5,3,SE,45.88,All plants (no min_dbh).,min_dbh,0,m,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,"Markku Larjavaara, personal communication",811,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3212,Pifo Polylepis Forest,old-growth forest,999,2TEB,NA,2TEB,nodata,UM,Standingdeadwood,NAC,1998.10.01,6,NA,9,NA,9,0,3,SE,0,NA,min_diameter,0,cm,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,812,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3213,Pifo Polylepis Forest,old-growth forest,999,2TEB,NA,2TEB,nodata,UM,Organic layer,NAC,1998.10.01,6,NA,9,NA,9,34,3,SE,11.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(01)00535-7,Fehse,2002,High altitude tropical secondary forests: a competitive carbon sink?,,813,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3214,Ping Kong,monsoon forest,999,2TEB,NA,2TEB,nodata,O,C_ag,NAC,NAC,9,NAC,9,NAC,9,146,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,Ogawa,1965,Comparative ecological studies on three main types of forest vegetation in Thailand. II Plant biomass. ,Keith et al. 2009; Liu et al. 2014,2832,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3215,Piro,Tropical Wet Forest recovery following pasture abandonment,20,2TEB,NA,2TEB,natgrazed,UM,Deadwood,NAC,NI,9,NI,9,NI,9,10,16,,,NA,min_diameter,2.54,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16192,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3216,Piro,Tropical Wet Forest recovery following pasture abandonment,20,2TEB,NA,2TEB,natgrazed,UM,Organic layer,NAC,NI,9,NI,9,NI,9,4.5,8,SE,0.7,Includes saplings,max_diameter,2.54,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16246,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3217,Piro,Tropical Wet Forest recovery following pasture abandonment,20,2TEB,NA,2TEB,natgrazed,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,114,NI,NI,NI,trees only,min_dbh,0,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16300,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3218,Piro,Tropical Wet Forest recovery following pasture abandonment,20,2TEB,NA,2TEB,natgrazed,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,115.2,NI,NI,NI,"palms,lianas,herbaceous,trees",min_dbh,0,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16354,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3219,Piro,Tropical Wet Forest recovery following pasture abandonment,20,2TEB,NA,2TEB,natgrazed,UM,C_root_total,NAC,NI,9,NI,9,NI,9,13.4,NI,NI,NI,calculated based on TAGC using equations by Cairns et al. 1997 and assuming roots have 49% C content,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16408,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3220,Piro,Tropical Wet Forest recovery following pasture abandonment,20,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,19.2,5,SE,19.2,NA,depth,10,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16462,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3221,Piro,Tropical Wet Forest recovery following pasture abandonment,20,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,40.4,10,SE,3,NA,depth,20,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16516,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3222,Piro,Tropical Wet Forest recovery following pasture abandonment,20,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,52.6,15,SE,4.7,NA,depth,30,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16570,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3223,Piro,Tropical Wet Forest recovery following pasture abandonment,20,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,73.6,20,SE,6,NA,depth,50,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16623,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3224,Piro,Tropical Wet Forest recovery following pasture abandonment,20,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,99,25,SE,7,NA,depth,100,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16672,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3225,Piste de Saint-Elie (ECEREX),Mature ,999,2TEB,NA,2TEB,nodata,O,Biomass_ag,NAC,NI,9,NI,9,NI,9,590,NI,NI,NI,"Includes lianas, epiphytes, shrubs. prim ref: Puig & DeLobelle 1988;  Lescure et al. 1983.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/616,Clark,2013,"NPP Tropical Forest: Consistent Worldwide Site Estimates, 1967-1999, R1. Dataset.",,2327,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
