plothistoryID,sites.sitename,plot.name,plotarea,event.sequence,date,dateloc,distcat,disttype,level,units,percent.mortality,distnotes,plothistoryID.v1,tropical_extratropical
3734,"Heihe Picea, Abies 2","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3735,"Heihe Picea, Abies 3","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3736,"Heihe Picea, Abies 4","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3737,"Heihe Picea, Abies 5","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3738,"Heihe Picea, Abies 6","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3739,"Heihe Picea, Abies 7","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3740,Heishui,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3741,Hellion Rapids 1,RD,NAC,1,1992,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Recently disturbed,NA,extratropical
3742,Hellion Rapids 1,RD,NAC,2,1992,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Recently disturbed,NA,extratropical
3743,Hellion Rapids 2,Managed,NAC,1,1970,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Managed,NA,extratropical
3744,Hellion Rapids 2,Managed,NAC,2,1970,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Managed,NA,extratropical
3745,Hellion Rapids 3,Managed,NAC,1,1977,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Managed,NA,extratropical
3746,Hellion Rapids 3,Managed,NAC,2,1977,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Managed,NA,extratropical
3747,Hellion Rapids 4,Managed,NAC,1,1916,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age method: Tree rings. Managed,NA,extratropical
3748,Hellion Rapids 4,Managed,NAC,2,1916,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Age method: Tree rings. Managed,NA,extratropical
3749,Hellion Rapids 5,Managed,NAC,1,1896,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age method: Tree rings. Managed,NA,extratropical
3750,Hellion Rapids 5,Managed,NAC,2,1896,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Age method: Tree rings. Managed,NA,extratropical
3751,Hesse,Managed,NAC,1,1966,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Managed,NA,extratropical
3752,Hesse,Managed,NAC,2,1966,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Managed,NA,extratropical
3753,Hestehaven,NI,NAC,1,1885,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age method: Tree rings. No information available,NA,extratropical
3754,Hestehaven,NI,NAC,2,1885,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Age method: Tree rings. No information available,NA,extratropical
3755,Holme Fen Nature Reserve,birch stand_age24,NAC,1,1800,8,Management,Drained,NA,NA,NA,NA,NA,extratropical
3756,Holme Fen Nature Reserve,birch stand_age24,NAC,2,NI,9,Disturbance,Tillage,NA,NA,100,NA,NA,extratropical
3757,Holme Fen Nature Reserve,birch stand_age24,NAC,3,1870,8,Regrowth_prior,Planted,NA,NA,NA,Woodlots,NA,extratropical
3758,Holme Fen Nature Reserve,birch stand_age24,NAC,4,NAC,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3759,Holme Fen Nature Reserve,birch stand_age27,NAC,1,1800,8,Management,Drained,NA,NA,NA,NA,NA,extratropical
3760,Holme Fen Nature Reserve,birch stand_age27,NAC,2,NI,9,Disturbance,Tillage,NA,NA,100,NA,NA,extratropical
3761,Holme Fen Nature Reserve,birch stand_age27,NAC,3,1870,8,Regrowth_prior,Planted,NA,NA,NA,Woodlots,NA,extratropical
3762,Holme Fen Nature Reserve,birch stand_age27,NAC,4,NAC,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3763,Holme Fen Nature Reserve,birch stand_age32,NAC,1,1800,8,Management,Drained,NA,NA,NA,NA,NA,extratropical
3764,Holme Fen Nature Reserve,birch stand_age32,NAC,2,NI,9,Disturbance,Tillage,NA,NA,100,NA,NA,extratropical
3765,Holme Fen Nature Reserve,birch stand_age32,NAC,3,1870,8,Regrowth_prior,Planted,NA,NA,NA,Woodlots,NA,extratropical
3766,Holme Fen Nature Reserve,birch stand_age32,NAC,4,NAC,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3767,Holme Fen Nature Reserve,birch stand_age38,NAC,1,1800,8,Management,Drained,NA,NA,NA,NA,NA,extratropical
3768,Holme Fen Nature Reserve,birch stand_age38,NAC,2,NI,9,Disturbance,Tillage,NA,NA,100,NA,NA,extratropical
3769,Holme Fen Nature Reserve,birch stand_age38,NAC,3,1870,8,Regrowth_prior,Planted,NA,NA,NA,Woodlots,NA,extratropical
3770,Holme Fen Nature Reserve,birch stand_age38,NAC,4,NAC,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3771,Holme Fen Nature Reserve,birch stand_age42,NAC,1,1800,8,Management,Drained,NA,NA,NA,NA,NA,extratropical
3772,Holme Fen Nature Reserve,birch stand_age42,NAC,2,NI,9,Disturbance,Tillage,NA,NA,100,NA,NA,extratropical
3773,Holme Fen Nature Reserve,birch stand_age42,NAC,3,1870,8,Regrowth_prior,Planted,NA,NA,NA,Woodlots,NA,extratropical
3774,Holme Fen Nature Reserve,birch stand_age42,NAC,4,NAC,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3775,Holme Fen Nature Reserve,birch stand_age46,NAC,1,1800,8,Management,Drained,NA,NA,NA,NA,NA,extratropical
3776,Holme Fen Nature Reserve,birch stand_age46,NAC,2,NI,9,Disturbance,Tillage,NA,NA,100,NA,NA,extratropical
3777,Holme Fen Nature Reserve,birch stand_age46,NAC,3,1870,8,Regrowth_prior,Planted,NA,NA,NA,Woodlots,NA,extratropical
3778,Holme Fen Nature Reserve,birch stand_age46,NAC,4,NAC,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3779,Holme Fen Nature Reserve,birch stand_age53,NAC,1,1800,8,Management,Drained,NA,NA,NA,NA,NA,extratropical
3780,Holme Fen Nature Reserve,birch stand_age53,NAC,2,NI,9,Disturbance,Tillage,NA,NA,100,NA,NA,extratropical
3781,Holme Fen Nature Reserve,birch stand_age53,NAC,3,1870,8,Regrowth_prior,Planted,NA,NA,NA,Woodlots,NA,extratropical
3782,Holme Fen Nature Reserve,birch stand_age53,NAC,4,NAC,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3783,Holme Fen Nature Reserve,birch stand_age6,NAC,1,1800,8,Management,Drained,NA,NA,NA,NA,NA,extratropical
3784,Holme Fen Nature Reserve,birch stand_age6,NAC,2,NI,9,Disturbance,Tillage,NA,NA,100,NA,NA,extratropical
3785,Holme Fen Nature Reserve,birch stand_age6,NAC,3,1870,8,Regrowth_prior,Planted,NA,NA,NA,Woodlots,NA,extratropical
3786,Holme Fen Nature Reserve,birch stand_age6,NAC,4,NAC,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3787,Honghuaerji,Pinus sylvestris var. mongolica,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3788,Horner Woods Game Refuge,Quercus spp. old-growth forest,0.21,1,1695,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3789,Horner Woods Game Refuge,Quercus spp. old-growth forest,0.21,2,1695,8,No.disturbance,No disturbance,NA,NA,NA,NA,NA,extratropical
3790,Howland,UM,NAC,1,1864,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Commercial forest land,NA,extratropical
3791,Howland,UM,NAC,2,1864,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Commercial forest land,NA,extratropical
3792,Huangshan,premature forest,NAC,1,NI,9,No.info,NI,NA,NA,NA,NA,NA,extratropical
3793,Hubbard brook,UM,NAC,1,1851,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age method: Tree rings. Unmanaged,NA,extratropical
3794,Hubbard brook,UM,NAC,2,1851,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Age method: Tree rings. Unmanaged,NA,extratropical
3795,Hubbard brook 2,UM,NAC,1,1920,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Unmanaged,NA,extratropical
3796,Hubbard brook 2,UM,NAC,2,1920,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Unmanaged,NA,extratropical
3797,Hubbard brook 3,UM,NAC,1,1924,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Unmanaged,NA,extratropical
3798,Hubbard brook 3,UM,NAC,2,1924,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Unmanaged,NA,extratropical
3799,Hubbard Brook W2,Forest recovery following clear cut.1 y,NAC,1,1967,8,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
3800,Hubbard Brook W2,Forest recovery following clear cut.1 y,NAC,2,1967,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3801,Hubbard Brook W2,Forest recovery following clear cut.1 y,NAC,3,1967,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3802,Hubbard Brook W2,Forest recovery following clear cut.14 y,NAC,1,1954,8,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
3803,Hubbard Brook W2,Forest recovery following clear cut.14 y,NAC,2,1954,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3804,Hubbard Brook W2,Forest recovery following clear cut.14 y,NAC,3,1954,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3805,Hubbard Brook W2,Forest recovery following clear cut.4 y,NAC,1,1964,8,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
3806,Hubbard Brook W2,Forest recovery following clear cut.4 y,NAC,2,1964,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3807,Hubbard Brook W2,Forest recovery following clear cut.4 y,NAC,3,1964,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3808,Hubbard Brook W2,Forest recovery following clear cut.6 y,NAC,1,1962,8,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
3809,Hubbard Brook W2,Forest recovery following clear cut.6 y,NAC,2,1962,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3810,Hubbard Brook W2,Forest recovery following clear cut.6 y,NAC,3,1962,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3811,Hubbard Brook W2,Forest recovery following slash and herbicide treatment,NAC,1,1965,8,Disturbance,Cut,NA,NA,<100%,NA,NA,extratropical
3812,Hubbard Brook W2,Forest recovery following slash and herbicide treatment,NAC,2,1966.389041,5,Management,Fertilization_Bromacil,28,kg ha-1,NA,NA,NA,extratropical
3813,Hubbard Brook W2,Forest recovery following slash and herbicide treatment,NAC,3,1967.328767,6,Management,Fertilization,87,liters,NA,"Fertilization_ester of 2, 4, 5-trichlorophenoxyacetic acid",NA,extratropical
3814,Hubbard Brook W2,Forest recovery following slash and herbicide treatment,NAC,4,1968,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3815,Hubbard Brook W2,Forest recovery following slash and herbicide treatment,NAC,5,1968,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3816,Hubbard Brook W5- no soil disturbance,Forest recovery following clear cut,NAC,1,1983,8,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
3817,Hubbard Brook W5- no soil disturbance,Forest recovery following clear cut,NAC,2,1983,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3818,Hubbard Brook W5- no soil disturbance,Forest recovery following clear cut,NAC,3,1983,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3819,Hubbard Brook W5- scarified soil disturbance,Forest recovery following clear cut and soil scarification,NAC,1,1983,8,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
3820,Hubbard Brook W5- scarified soil disturbance,Forest recovery following clear cut and soil scarification,NAC,2,1983,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3821,Hubbard Brook W5- scarified soil disturbance,Forest recovery following clear cut and soil scarification,NAC,3,1983,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3822,Hubbard Brook W5- severe soil disturbance,Forest recovery following clear cut and severe soil disturbance,NAC,1,1983,8,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
3823,Hubbard Brook W5- severe soil disturbance,Forest recovery following clear cut and severe soil disturbance,NAC,2,1983,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3824,Hubbard Brook W5- severe soil disturbance,Forest recovery following clear cut and severe soil disturbance,NAC,3,1983,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3825,Hubbard Brook X,deforestation,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3826,Huhus,NAC,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3827,Huitong,Chinese Fir plantation,NAC,1,1995,8,Regrowth,Planted,NA,NA,NA,Cunninghamia lanceolata,NA,extratropical
3828,Huitong,Chinese Fir plantation,NAC,2,1995,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3829,Huitong 2,Castanopsis fargesii,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3830,Huitong Experimental Forest,Castanopsis hysrix - Cyclobalanopsis glauca - Machilus pauhoi community,NAC,1,NAC,9,Disturbance,Harvest,NA,NA,NAC,NA,NA,extratropical
3831,Huitong Experimental Forest,Castanopsis hysrix - Cyclobalanopsis glauca - Machilus pauhoi community,NAC,2,1958,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3832,Huma,Boreal coniferous forest,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3833,Hungary,NI,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,No information available,NA,extratropical
3834,Hyytiala Scots Pine Chronosequence,clear-cut chronosequence,NAC,1,NI,9,Disturbance,Cut,100,%,100,NA,NA,extratropical
3835,Hyytiala Scots Pine Chronosequence,clear-cut chronosequence,NAC,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3836,Hyytiala Scots Pine Chronosequence 12,Stand development of an unmanaged plantation,NAC,1,1990,8,Disturbance,Cut,100,%,100,clearfelled,NA,extratropical
3837,Hyytiala Scots Pine Chronosequence 12,Stand development of an unmanaged plantation,NAC,2,1990,8,Disturbance,Burned,NA,NA,NAC,NA,NA,extratropical
3838,Hyytiala Scots Pine Chronosequence 12,Stand development of an unmanaged plantation,NAC,3,1991,8,Regrowth,Seeded_trees,NA,NA,NA,seeded with scots pine,NA,extratropical
3839,Hyytiala Scots Pine Chronosequence 12,Stand development of an unmanaged plantation,NAC,4,1991,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3840,Hyytiala Scots Pine Chronosequence 4,Stand development of an unmanaged plantation,NAC,1,1996,8,Disturbance,Cut,100,%,100,NA,NA,extratropical
3841,Hyytiala Scots Pine Chronosequence 4,Stand development of an unmanaged plantation,NAC,2,1996,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3842,Hyytiala Scots Pine Chronosequence 4,Stand development of an unmanaged plantation,NAC,3,1996,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3843,Hyytiala Scots Pine Chronosequence 40,Stand development of an unmanaged plantation,NAC,1,1961,8,Disturbance,Cut,100,%,100,clearfelled,NA,extratropical
3844,Hyytiala Scots Pine Chronosequence 40,Stand development of an unmanaged plantation,NAC,2,1962,8,Disturbance,Burned,NA,NA,NAC,prescribed burn,NA,extratropical
3845,Hyytiala Scots Pine Chronosequence 40,Stand development of an unmanaged plantation,NAC,3,1962,8,Regrowth,Seeded_trees,NA,NA,NA,seeded with scots pine,NA,extratropical
3846,Hyytiala Scots Pine Chronosequence 40,Stand development of an unmanaged plantation,NAC,4,1962,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3847,Hyytiala Scots Pine Chronosequence 75,Stand development of an unmanaged plantation,NAC,1,1925,8,Disturbance,Cut,100,%,100,Clearfelled in 1925,NA,extratropical
3848,Hyytiala Scots Pine Chronosequence 75,Stand development of an unmanaged plantation,NAC,2,1925,8,Regrowth,Seeded_trees,NA,NA,NA,seeded with scots pine. *Assumed this was the same as other ages,NA,extratropical
3849,Hyytiala Scots Pine Chronosequence 75,Stand development of an unmanaged plantation,NAC,3,1926,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3850,Illinois,"Carya ovata, Quercus velutina",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3851,Ilomantsi 1,NI,NAC,1,1900,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age method: Tree rings. No information available,NA,extratropical
3852,Ilomantsi 1,NI,NAC,2,1900,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Age method: Tree rings. No information available,NA,extratropical
3853,Ilomantsi 2,NI,NAC,1,1955,8,Establishment,Establishment of oldest trees*,NA,NA,NA,No information available,NA,extratropical
3854,Ilomantsi 2,NI,NAC,2,1955,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,No information available,NA,extratropical
3855,Ilomantsi 3,NI,NAC,1,1950,8,Establishment,Establishment of oldest trees*,NA,NA,NA,No information available,NA,extratropical
3856,Ilomantsi 3,NI,NAC,2,1950,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,No information available,NA,extratropical
3857,Ilomantsi 4,NI,NAC,1,1950,8,Establishment,Establishment of oldest trees*,NA,NA,NA,No information available,NA,extratropical
3858,Ilomantsi 4,NI,NAC,2,1950,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,No information available,NA,extratropical
3859,Ilomantsi Mekrijarvi,NI,NAC,1,1950,8,Establishment,Establishment of oldest trees*,NA,NA,NA,No information available,NA,extratropical
3860,Ilomantsi Mekrijarvi,NI,NAC,2,1950,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,No information available,NA,extratropical
3861,Indiana,"Quercus shumardii, Liquidambar styraciflua",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3862,Intensive Management Practices Assessment Center loblolly pine plantation (control),Stand development of unmanaged plantation,NAC,1,1981,8,Disturbance,Burned,NA,NA,NAC,wildfire through slash pine plantation,NA,extratropical
3863,Intensive Management Practices Assessment Center loblolly pine plantation (control),Stand development of unmanaged plantation,NAC,2,1983,6,Regrowth,Planted,6050,plants ha-1,NA,1-year-old seedlings,NA,extratropical
3864,Intensive Management Practices Assessment Center loblolly pine plantation (control),Stand development of unmanaged plantation,NAC,3,1983,8,Management,No_management,NA,NA,NA,NA,NA,extratropical
3865,Intensive Management Practices Assessment Center slash pine plantation (control),Stand development of unmanaged plantation,NAC,1,1981,8,Disturbance,Burned,NA,NA,NAC,wildfire through slash pine plantation,NA,extratropical
3866,Intensive Management Practices Assessment Center slash pine plantation (control),Stand development of unmanaged plantation,NAC,2,1983,6,Regrowth,Planted,6050,plants ha-1,NA,1-year-old seedlings,NA,extratropical
3867,Intensive Management Practices Assessment Center slash pine plantation (control),Stand development of unmanaged plantation,NAC,3,1983,8,Management,No_management,NA,NA,NA,NA,NA,extratropical
3868,Ione - Tonzi Ranch,Managed grazed oak/grass savanna,NAC,1,NI,9,Disturbance,Grazed,NA,NA,<100%,Cattle grazing and understory removal by ranchers,NA,extratropical
3869,Ione - Tonzi Ranch,Managed grazed oak/grass savanna,NAC,2,NI,9,Disturbance,Harvest,NA,NA,<100%,Cattle grazing and understory removal by ranchers,NA,extratropical
3871,Irkutsk 1,NI,NAC,1,1899,8,Establishment,Establishment of oldest trees*,NA,NA,NA,No information available,NA,extratropical
3872,Irkutsk 1,NI,NAC,2,1899,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,No information available,NA,extratropical
3873,Irkutsk 2,NI,NAC,1,1879,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age method: Tree rings. No information available,NA,extratropical
3874,Irkutsk 2,NI,NAC,2,1879,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Age method: Tree rings. No information available,NA,extratropical
3875,Irkutsk 3,NI,NAC,1,1904,8,Establishment,Establishment of oldest trees*,NA,NA,NA,No information available,NA,extratropical
3876,Irkutsk 3,NI,NAC,2,1904,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,No information available,NA,extratropical
3877,Ispina Krakow,NI,NAC,1,1867,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age method: Tree rings. No information available,NA,extratropical
3878,Ispina Krakow,NI,NAC,2,1867,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Age method: Tree rings. No information available,NA,extratropical
3879,Ivan Frankivski 1,Norway spruce and silver fir,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3880,Ivan Frankivski 2,Norway spruce and silver fir,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3881,Jadraas,Pinus sylvestris,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3882,Jadraas C,Managed,NAC,1,NAC,9,Disturbance,Harvest,NI,NI,NI,"Previously cleared at intervals for charcoal, etc. No treatment.",NA,extratropical
3883,Jadraas C,Managed,NAC,2,1959,8,Establishment,Establishment of oldest trees*,NA,NA,NA,"Previously cleared at intervals for charcoal, etc. No treatment.",NA,extratropical
3884,Jadraas Class I,Managed-120-y,NAC,1,NAC,9,Disturbance,Harvest,NI,NI,NI,"Previously cleared at intervals for charcoal, etc. No treatment.",NA,extratropical
3885,Jadraas Class I,Managed-120-y,NAC,2,1880,8,Establishment,Establishment of oldest trees*,NA,NA,NA,"Age method: Tree rings. Previously cleared at intervals for charcoal, etc. No treatment.",NA,extratropical
3886,Jadraas Class I,Managed-20-y,NAC,1,NAC,9,Disturbance,Harvest,NI,NI,NI,"Previously cleared at intervals for charcoal, etc. No treatment.",NA,extratropical
3887,Jadraas Class I,Managed-20-y,NAC,2,1880,8,Establishment,Establishment of oldest trees*,NA,NA,NA,"Age method: Tree rings. Previously cleared at intervals for charcoal, etc. No treatment.",NA,extratropical
3888,Jadraas I + F,FI,NAC,1,1856,8,Establishment,Establishment of oldest trees*,NA,NA,NA,"Age method: Tree rings. Previously cleared at intervals for charcoal, etc. Irrigated and fertilized.",NA,extratropical
3889,Jadraas I + F,FI,NAC,2,NAC,9,Disturbance,Harvest,NI,NI,NI,"Previously cleared at intervals for charcoal, etc. Irrigated and fertilized.",NA,extratropical
3890,Jadraas I + F,FI,NAC,3,NAC,9,Management,Irrigation,NA,NA,NA,"Previously cleared at intervals for charcoal, etc. Irrigated and fertilized.",NA,extratropical
3891,Jadraas I + F,FI,NAC,4,NAC,9,Management,Fertilization,NA,NA,NA,"Previously cleared at intervals for charcoal, etc. Irrigated and fertilized.",NA,extratropical
3892,Jarvselja,Forest recovery following agricultural abandonment,NAC,1,2003,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3893,Jarvselja,Forest recovery following agricultural abandonment,NAC,2,2003,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3894,Jezeri,PO,NAC,1,1916,8,Establishment,Establishment of oldest trees*,NA,NA,NA,"Planted, heavy deposition load",NA,extratropical
3895,Jezeri,PO,NAC,2,NAC,9,Regrowth,Planted,NA,NA,NA,"Planted, heavy deposition load",NA,extratropical
3896,Jiagedaqi,Boreal coniferous forest,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3897,Jiagedaqi Larix,Larix,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3898,Jiande 2,secondary evergreen broad-leaved forest,NAC,1,NRA,9,No.info,NRA,NA,NA,NA,NA,NA,extratropical
3899,Jiande 3,secondary evergreen broad-leaved forest,NAC,1,NRA,9,No.info,NRA,NA,NA,NA,NA,NA,extratropical
3900,Jiande 4,secondary evergreen broad-leaved forest,NAC,1,NRA,9,No.info,NRA,NA,NA,NA,NA,NA,extratropical
3901,Jiande Forest Farm Shuangjiang Branch,Managed.sometimes logged secondary forest,NAC,1,1958,8,Disturbance,Cut,100,%,100,Clear-cut,NA,extratropical
3902,Jiande Forest Farm Shuangjiang Branch,Managed.sometimes logged secondary forest,NAC,2,1958,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,"After clear-cutting, forest was closed off, tended to, and became secondary forest",NA,extratropical
3903,Jiande Forest Farm Shuangjiang Branch,Managed.sometimes logged secondary forest,NAC,3,1960,8.5,Disturbance,Harvest,NA,NA,<100%,"After 1960s, C. glauca stands were sometimes logged and not replanted. Regeneration of C. glauca created stands of different ages",NA,extratropical
3904,Jiangda 1,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3905,Jiangda 2,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3906,"Jilong Cupressus, Sabina","Cupressus, Sabina (Juniperus)",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3907,"Jilong Picea, Abies 1","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3908,"Jilong Picea, Abies 2","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3909,"Jilong Picea, Abies 3","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3910,Jimusa'er,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3911,Jingqu,Quercus,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3912,Jiulong,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3913,Jiuzhai,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3914,Johnson et al 2000_13,NA,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3915,Johnson et al 2000_15,Forest recovery following 1971 Little Sioux Fire,NAC,1,1971,8,Disturbance,Burned,NA,NA,NAC,NA,NA,extratropical
3916,Johnson et al 2000_15,Forest recovery following 1971 Little Sioux Fire,NAC,2,1971,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
