plothistoryID,sites.sitename,plot.name,plotarea,date,daten,dateloc,distcat,disttype,level,units,distnotes,plothistoryID.v1
1591,Mamiraua Sustainable Development Reserve,late successional low varzea,1,1762.01.01,17620101,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA
1592,Mamiraua Sustainable Development Reserve,late successional low varzea,1,1762.01.01,17620101,8,Regrowth,Initiation of forest regrowth*,NA,NA,NA,NA
1593,Mamiraua Sustainable Development Reserve,late successional varzea,1,NI,NI,9,No.info,NI,NA,NA,NA,989
1594,Mamiraua Sustainable Development Reserve,pioneer varzea,1,NI,NI,9,No.info,NI,NA,NA,NA,990
1595,Manaus (Malhi 2009),lowland tropical forest,,NAC,NAC,9,No.info,NI,NA,NA,NA,5621
1596,Manaus (Nascimento & Laurance),intact rainforest/fragment interiors,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,All plots were located in forest interiors (>300 m from the nearest forest-pasture edge) to eliminate any influence of edge effects on forest biomass and dynamics,5696
1597,Manaus 2,tropical evergreen forest,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2181
1598,Manaus 3,tropical upland moist forest,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2180
1599,Manaus 4,tropical moist rainforest,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2182
1600,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,1980.01.01,19800101,8.5,Disturbance,Cut,100,%,"Majority of pastures were mechanically cleared in early 1980s, commercial timber may or may not have been removed",1845
1601,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,1980.01.01,19800101,8.5,Disturbance,Cut,100,%,"Majority of pastures were mechanically cleared in early 1980s, commercial timber may or may not have been removed",1846
1602,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,1980.01.01,19800101,8.5,Disturbance,Cut,100,%,"Majority of pastures were mechanically cleared in early 1980s, commercial timber may or may not have been removed",1847
1603,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,1980.01.01,19800101,8.5,Disturbance,Cut,100,%,"Majority of pastures were mechanically cleared in early 1980s, commercial timber may or may not have been removed",1848
1604,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,1980.01.01,19800101,8.5,Disturbance,Cut,100,%,"Majority of pastures were mechanically cleared in early 1980s, commercial timber may or may not have been removed",1849
1605,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,1980.01.01,19800101,8.5,Disturbance,Burned,NA,NA,slash burned in place or mechanically piled in windrows,1850
1606,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,1980.01.01,19800101,8.5,Disturbance,Burned,NA,NA,slash burned in place or mechanically piled in windrows,1851
1607,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,1980.01.01,19800101,8.5,Disturbance,Burned,NA,NA,slash burned in place or mechanically piled in windrows,1852
1608,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,1980.01.01,19800101,8.5,Disturbance,Burned,NA,NA,slash burned in place or mechanically piled in windrows,1853
1609,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,1980.01.01,19800101,8.5,Disturbance,Burned,NA,NA,slash burned in place or mechanically piled in windrows,1854
1610,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,1980.01.01,19800101,8.5,Regrowth,Planted,NA,NA,exotic African grasses,1855
1611,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,1980.01.01,19800101,8.5,Regrowth,Planted,NA,NA,exotic African grasses,1856
1612,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,1980.01.01,19800101,8.5,Regrowth,Planted,NA,NA,exotic African grasses,1857
1613,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,1980.01.01,19800101,8.5,Regrowth,Planted,NA,NA,exotic African grasses,1858
1614,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,1980.01.01,19800101,8.5,Regrowth,Planted,NA,NA,exotic African grasses,1859
1615,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,NI,NI,9,Disturbance,Fertilization_P,50,kg ha-1,standard pasture management for the region includes at least one application of 50 kg P/ha,1860
1616,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,NI,NI,9,Disturbance,Fertilization_P,50,kg ha-1,standard pasture management for the region includes at least one application of 50 kg P/ha,1861
1617,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,NI,NI,9,Disturbance,Fertilization_P,50,kg ha-1,standard pasture management for the region includes at least one application of 50 kg P/ha,1862
1618,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,NI,NI,9,Disturbance,Fertilization_P,50,kg ha-1,standard pasture management for the region includes at least one application of 50 kg P/ha,1863
1619,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,NI,NI,9,Disturbance,Fertilization_P,50,kg ha-1,standard pasture management for the region includes at least one application of 50 kg P/ha,1864
1620,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,NI,NI,9,Disturbance,Grazed,NA,NA,NA,1865
1621,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,NI,NI,9,Disturbance,Grazed,NA,NA,NA,1866
1622,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,NI,NI,9,Disturbance,Grazed,NA,NA,NA,1867
1623,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,NI,NI,9,Disturbance,Grazed,NA,NA,NA,1868
1624,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,NI,NI,9,Disturbance,Grazed,NA,NA,NA,1869
1625,Manaus Floresta,old-growth tropical forest.MAN1,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1626,Manaus Secondary,secondary tropical forest.MAN2,NAC,NAC,NAC,9,NAC,NAC,NAC,NAC,NAC,NA
1627,"Manu, Cocha Cashu Trail 12",Rarely flooded MNU-05,2,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2406
1628,"Manu, Cocha Cashu Trail 2 & 13",Rarely flooded MNU-06,2.25,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2407
1629,"Manu, M1",Rarely flooded MNU-01,0.97,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2408
1630,"Manu, M3",terra firma MNU-03,2,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2409
1631,"Manu, M4",terra firma MNU-04,2,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2410
1632,Maraba,terra firma MAR-01,2,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2411
1633,Maraba,terra firma MAR-02,2,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2412
1634,Maraba,terra firma MAR-03,2,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2413
1635,Maraca Island,natural regeneration of sandy lowland evergreen rainforest,NAC,NAC,NAC,9,NAC,NAC,NAC,NAC,NAC,NA
1636,"Maraca Island,Forest without Peltogyne",partially flooded tropical forest.MAI3,NAC,NAC,NAC,9,NAC,NAC,NAC,NAC,NAC,NA
1637,"Maraca Island,Peltogyne poor forest",partially flooded tropical forest.MAI2,NAC,NAC,NAC,9,NAC,NAC,NAC,NAC,NAC,NA
1638,"Maraca Island,Peltogyne-rich forest",partially flooded tropical forest.MAI1,NAC,NAC,NAC,9,NAC,NAC,NAC,NAC,NAC,NA
1639,Marafunga,conifer-dominant lower montane rainforest,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,"apparently undisturbed, primary forest",2183
1640,Mata de Piedade,old-growth tropical forest.MDP1,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1641,Mata de Piedade,secondary tropical forest.MDP2,NAC,NAC,NAC,9,NAC,NAC,NAC,NAC,NAC,NA
1642,Maui 1,UM upland tropical forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,991
1644,Maui 2,UM upland tropical forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,992
1646,Maui 3,UM upland tropical forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,993
1648,Maui 4,UM upland tropical forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,994
1650,Maui 5,UM upland tropical forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,995
1652,Maui 6,UM upland tropical forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,996
1654,Maun- Mopane Woodland,semi-arid savanna mopane woodland,NAC,NI,NI,9,Disturbance,Grazed,NA,NA,"Study area is under communal land use; primarily for cattle grazing and firewood collection for many decades. Few cattle present during study period due to cattle elimination around 1997 for disease control, 2.5 years before the study.",997
1655,Maun- Mopane Woodland,semi-arid savanna mopane woodland,NAC,NI,NI,9,Disturbance,Harvest,NA,NA,Firewood collection for many decades,998
1656,Maun- Mopane Woodland,semi-arid savanna mopane woodland,NAC,NI,NI,9,Regrowth,Initiation of forest regrowth,NA,NA,"Study area is under communal land use; primarily for cattle grazing and firewood collection for many decades. Few cattle present during study period due to cattle elimination around 1997 for disease control, 2.5 years before the study.",999
1657,Medio Rio Caqueta 1,partially flooded tropical forest.MRC1,NAC,NAC,NAC,9,NAC,NAC,NAC,NAC,NAC,NA
1658,Medio Rio Caqueta 2,old-growth tropical forest.MRC2,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1659,Medio Rio Caqueta 3,old-growth tropical forest.MRC3,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1660,Medio Rio Caqueta 4,old-growth tropical forest.MRC4,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1661,Medio Rio Caqueta 5,old-growth tropical forest.MRC5,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1662,Menglun Nature Reserve,primary forest,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,1000
1663,Menglun Nature Reserve,lowland tropical forest,,NAC,NAC,9,No.info,NI,NA,NA,NA,5629
1664,Milpa,Premontane Rain Forest recovery following pasture abandonment,NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
1665,Mishana,terra firma MSH-01,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2414
1666,Mocambo,terra firma MBO-01,2,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2415
1668,Molienda slash-and-burned forest recovery chronosequence,Forest recovery following slash-and-burn agriculture,NAC,NI,NI,9,Disturbance,Cut,100,%,"All stands were initially primary forest, which were cleared, burned, and then used for growing beans, corn, rice and yucca for 2-3 years prior to abandonment. No stands underwent wildfires, logging, or had been reentered for agricultural use poset-abandonment.",1001
1669,Molienda slash-and-burned forest recovery chronosequence,Forest recovery following slash-and-burn agriculture,NAC,NI,NI,9,Disturbance,Burned,NA,NA,"All stands were initially primary forest, which were cleared, burned, and then used for growing beans, corn, rice and yucca for 2-3 years prior to abandonment. No stands underwent wildfires, logging, or had been reentered for agricultural use poset-abandonment.",1002
1670,Molienda slash-and-burned forest recovery chronosequence,Forest recovery following slash-and-burn agriculture,NAC,NI,NI,9,Disturbance,Cultivation,2 to 3,year,"beans, corn, rice, yucca (2-3 years)",1003
1671,Molienda slash-and-burned forest recovery chronosequence,Forest recovery following slash-and-burn agriculture,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,"All stands were initially primary forest, which were cleared, burned, and then used for growing beans, corn, rice and yucca for 2-3 years prior to abandonment. No stands underwent wildfires, logging, or had been reentered for agricultural use poset-abandonment.",1004
1672,MPG-01_Mpanga,african tropical forest,0.64,NAC,NAC,9,No.info,NAC,NA,NA,NA,2184
1673,Mt. Kerigomma,Montane Rain Forest,0.24,NAC,NAC,9,No.info,NAC,NA,NA,NA,2077
1674,Mt. Kinabalu 1560m,lower montane rain forest on sedimentary rock,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5602
1675,Mt. Kinabalu 1860m,lower montane rain forest on ultrabasic rock,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5606
1676,Mt. Kinabalu 2590m,upper montane rain forest on sedimentary rock,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5603
1677,Mt. Kinabalu 2700m,upper montane rain forest on ultrabasic rock,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5607
1678,Mt. Kinabalu 3050m,subalpine forest on ultrabasic rock,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5608
1679,Mt. Kinabalu 3080m,subalpine forest on sedimentary rock,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5604
1680,Mt. Kinabalu 650m,hill dipterocarp rain forest on sedimentary rock,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5601
1681,Mt. Kinabalu 700m,hill dipterocarp rain forest on ultrabasic rock,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5605
1682,"Mt. Kinabalu, Q ridge",upland tropical forest,,NAC,NAC,9,No.info,NI,NA,NA,NA,5609
1683,"Mt. Kinabalu, T ridge",upland tropical forest,,NAC,NAC,9,No.info,NI,NA,NA,NA,5610
1684,"Mt. Kinabalu, U lower",upland tropical forest,,NAC,NAC,9,No.info,NI,NA,NA,NA,5612
1685,"Mt. Kinabalu, U ridge",upland tropical forest,,NAC,NAC,9,No.info,NI,NA,NA,NA,5611
1686,Naranjo,Tropical Dry Forest recovery following pasture abandonment,NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
1687,Nassau,mature 'old growth' forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1688,"NGG-02d,j_Ngogo, Lwanga",african tropical forest,3.3,1948.01.01,19480101,8,No.disturbance,No disturbance,NA,NA,"When Kibale was first gazetted as a central forest reserve in 1948, Ngogo was set aside as a small (about 2 km2) strict nature reserve. Apart from grassland and forest edge fires and occasional poaching, Ngogo has not suffered any major human intervention for at least 50 years. Lewis Ref [50]-Lwanga et al. 2000",2185
1689,Ngong,plantation fallow - Acacia polyacantha,NAC,NI,NI,9,Disturbance,Cut,100,%,The former woody savanna was clearcut and burned on-site by the farmer,1870
1690,Ngong,plantation fallow - Senna siamea,NAC,NI,NI,9,Disturbance,Cut,100,%,The former woody savanna was clearcut and burned on-site by the farmer,1871
1691,Ngong,plantation fallow - Eucalyptus camaldulensis,NAC,NI,NI,9,Disturbance,Cut,100,%,The former woody savanna was clearcut and burned on-site by the farmer,1872
1692,Ngong,natural ungrazed herbaceous fallow (UHF),NAC,NI,NI,9,Disturbance,Cut,100,%,The former woody savanna was clearcut and burned on-site by the farmer,1873
1693,Ngong,Managed natural grazed herbaceous fallow (GHF),NAC,NI,NI,9,Disturbance,Cut,100,%,The former woody savanna was clearcut and burned on-site by the farmer,1874
1694,Ngong,plantation fallow - Acacia polyacantha,NAC,NI,NI,9,Disturbance,Burned,NA,NA,The former woody savanna was clearcut and burned on-site by the farmer,1875
1695,Ngong,plantation fallow - Senna siamea,NAC,NI,NI,9,Disturbance,Burned,NA,NA,The former woody savanna was clearcut and burned on-site by the farmer,1876
1696,Ngong,plantation fallow - Eucalyptus camaldulensis,NAC,NI,NI,9,Disturbance,Burned,NA,NA,The former woody savanna was clearcut and burned on-site by the farmer,1877
1697,Ngong,natural ungrazed herbaceous fallow (UHF),NAC,NI,NI,9,Disturbance,Burned,NA,NA,The former woody savanna was clearcut and burned on-site by the farmer,1878
1698,Ngong,Managed natural grazed herbaceous fallow (GHF),NAC,NI,NI,9,Disturbance,Burned,NA,NA,The former woody savanna was clearcut and burned on-site by the farmer,1879
1699,Ngong,plantation fallow - Acacia polyacantha,NAC,NI,NI,9,Disturbance,Cultivation,>10,year,a cropping system based on a biennial rotation of cotton and peanut was practiced for more than 10 years,1880
1700,Ngong,plantation fallow - Senna siamea,NAC,NI,NI,9,Disturbance,Cultivation,>10,year,a cropping system based on a biennial rotation of cotton and peanut was practiced for more than 10 years,1881
1701,Ngong,plantation fallow - Eucalyptus camaldulensis,NAC,NI,NI,9,Disturbance,Cultivation,>10,year,a cropping system based on a biennial rotation of cotton and peanut was practiced for more than 10 years,1882
1702,Ngong,natural ungrazed herbaceous fallow (UHF),NAC,NI,NI,9,Disturbance,Cultivation,>10,year,a cropping system based on a biennial rotation of cotton and peanut was practiced for more than 10 years,1883
1703,Ngong,Managed natural grazed herbaceous fallow (GHF),NAC,NI,NI,9,Disturbance,Cultivation,>10,year,a cropping system based on a biennial rotation of cotton and peanut was practiced for more than 10 years,1884
1704,Ngong,plantation fallow - Acacia polyacantha,NAC,NI,NI,9,Regrowth,Planted,NA,NA,Trees and peanut were planted simultaneously the first year and intercropping continued in the second year with cotton,1885
1705,Ngong,plantation fallow - Senna siamea,NAC,NI,NI,9,Regrowth,Planted,NA,NA,Trees and peanut were planted simultaneously the first year and intercropping continued in the second year with cotton,1886
1706,Ngong,plantation fallow - Eucalyptus camaldulensis,NAC,NI,NI,9,Regrowth,Planted,NA,NA,Trees and peanut were planted simultaneously the first year and intercropping continued in the second year with cotton,1887
1707,Ngong,plantation fallow - Acacia polyacantha,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,The fallow period (without intercropping) lasted 5 years.,1888
1708,Ngong,plantation fallow - Senna siamea,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,"The fallow period (without intercropping) lasted 5 years. Senna had not been included in the initial design, but was installed, 1 year after the plantation of the other tree species",1889
1709,Ngong,plantation fallow - Eucalyptus camaldulensis,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,The fallow period (without intercropping) lasted 5 years.,1890
1710,Ngong,natural ungrazed herbaceous fallow (UHF),NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,"a natural ungrazed herbaceous fallow (UHF), allowed to develop after the last year of cotton cultivation when intercropping of tree plantations was stopped.",1891
1711,Ngong,Managed natural grazed herbaceous fallow (GHF),NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1892
1712,Ngong,Managed natural grazed herbaceous fallow (GHF),NAC,NI,NI,9,Disturbance,Grazed,NA,NA,grazing was not continuous but occurred mainly at the beginning and end of the rainy season,1893
1713,Niah Forest Reserve chronosequence 1,Forest recovery following shifting cultivation,NAC,1980.01.01,19800101,8,Disturbance,Harvest,NA,NA,NA,1005
1714,Niah Forest Reserve chronosequence 1,Forest recovery following shifting cultivation,NAC,1987.01.01,19870101,8,Disturbance,Shifting cultivation,NA,NA,NA,1006
1715,Niah Forest Reserve chronosequence 1,Forest recovery following shifting cultivation,NAC,1995.01.01,19950101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1007
1716,Niah Forest Reserve chronosequence 1,Forest recovery following shifting cultivation,NAC,1995.01.01,19950101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1008
1717,Niah Forest Reserve chronosequence 2,Forest recovery following shifting cultivation,NAC,1980.01.01,19800101,8,Disturbance,Harvest,NA,NA,NA,1009
1718,Niah Forest Reserve chronosequence 2,Forest recovery following shifting cultivation,NAC,1987.01.01,19870101,8,Disturbance,Shifting cultivation,NA,NA,NA,1010
1719,Niah Forest Reserve chronosequence 2,Forest recovery following shifting cultivation,NAC,1990.01.01,19900101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1011
1720,Niah Forest Reserve chronosequence 2,Forest recovery following shifting cultivation,NAC,1990.01.01,19900101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1012
1721,Niah River Chronosequence III,Forest recovery following shifting cultivation,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1013
1722,Niah River Chronosequence III,Forest recovery following shifting cultivation,NAC,NI,NI,9,Disturbance,Shifting cultivation,NA,NA,NA,1014
1723,Nickerie Rivier,mature 'old growth' forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1724,Nicolas Bravo,Forest recovery following maize agriculture.16 y,0.05,1970.01.01,19700101,8,Disturbance,Cultivation,4,year,Maize,369
1725,Nicolas Bravo,Forest recovery following maize agriculture.18 y,0.05,1970.01.01,19700101,8,Disturbance,Cultivation,2,year,Maize,370
1726,Nicolas Bravo,Forest recovery following maize agriculture.24 y,0.05,1970.01.01,19700101,8,Disturbance,Cultivation,1,year,Maize,371
1727,Nicolas Bravo,Forest recovery following maize agriculture.25 y Agustin,0.05,1970.01.01,19700101,8,Disturbance,Cultivation,1,year,Maize,372
1728,Nicolas Bravo,Forest recovery following maize agriculture.25 y Enrique,0.05,1970.01.01,19700101,8,Disturbance,Cultivation,1,year,Maize,373
1729,Nicolas Bravo,Forest recovery following maize agriculture.3 y,0.05,1970.01.01,19700101,8,Disturbance,Cultivation,4?,year,Maize,374
1730,Nicolas Bravo,Forest recovery following maize agriculture.5 y Enrique,0.05,1970.01.01,19700101,8,Disturbance,Cultivation,2+,year,Maize,375
1731,Nicolas Bravo,Forest recovery following maize agriculture.5 y Pedro,0.05,1970.01.01,19700101,8,Disturbance,Cultivation,4,year,Maize,376
1732,Nicolas Bravo,Forest recovery following maize agriculture.6 y,0.05,1970.01.01,19700101,8,Disturbance,Cultivation,4?,year,Maize,377
1733,Nicolas Bravo,Forest recovery following maize agriculture.8 y,0.05,1970.01.01,19700101,8,Disturbance,Cultivation,4,year,Maize,378
1734,Nicolas Bravo,Forest recovery following maize agriculture.3 y,0.05,1988.01.01,19880101,8,Disturbance,Major storm,NA,NA,Hurricane Gilbert,379
1735,Nicolas Bravo,Forest recovery following maize agriculture.5 y Enrique,0.05,1988.01.01,19880101,8,Disturbance,Major storm,NA,NA,Hurricane Gilbert,380
1736,Nicolas Bravo,Forest recovery following maize agriculture.5 y Pedro,0.05,1988.01.01,19880101,8,Disturbance,Major storm,NA,NA,Hurricane Gilbert,381
1737,Nicolas Bravo,Forest recovery following maize agriculture.6 y,0.05,1988.01.01,19880101,8,Disturbance,Major storm,NA,NA,Hurricane Gilbert,382
1738,Nicolas Bravo,Forest recovery following maize agriculture.8 y,0.05,1988.01.01,19880101,8,Disturbance,Major storm,NA,NA,Hurricane Gilbert,383
1739,Nicolas Bravo,Forest recovery following maize agriculture.16 y,0.05,1983.01.01,19830101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,384
1740,Nicolas Bravo,Forest recovery following maize agriculture.18 y,0.05,1981.01.01,19810101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,385
1741,Nicolas Bravo,Forest recovery following maize agriculture.24 y,0.05,1975.01.01,19750101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,386
1742,Nicolas Bravo,Forest recovery following maize agriculture.25 y Agustin,0.05,1974.01.01,19740101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,387
1743,Nicolas Bravo,Forest recovery following maize agriculture.25 y Enrique,0.05,1974.01.01,19740101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,388
1744,Nicolas Bravo,Forest recovery following maize agriculture.3 y,0.05,1996.01.01,19960101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,389
1745,Nicolas Bravo,Forest recovery following maize agriculture.5 y Enrique,0.05,1994.01.01,19940101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,390
1746,Nicolas Bravo,Forest recovery following maize agriculture.5 y Pedro,0.05,1994.01.01,19940101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,391
1747,Nicolas Bravo,Forest recovery following maize agriculture.6 y,0.05,1993.01.01,19930101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,392
1748,Nicolas Bravo,Forest recovery following maize agriculture.8 y,0.05,1991.01.01,19910101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,393
1749,Nicolas Bravo,Forest recovery following maize agriculture.16 y,0.05,1983.01.01,19830101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,394
1750,Nicolas Bravo,Forest recovery following maize agriculture.18 y,0.05,1981.01.01,19810101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,395
1751,Nicolas Bravo,Forest recovery following maize agriculture.24 y,0.05,1975.01.01,19750101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,396
1752,Nicolas Bravo,Forest recovery following maize agriculture.25 y Agustin,0.05,1974.01.01,19740101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,397
1753,Nicolas Bravo,Forest recovery following maize agriculture.25 y Enrique,0.05,1974.01.01,19740101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,398
1754,Nicolas Bravo,Forest recovery following maize agriculture.3 y,0.05,1996.01.01,19960101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,399
1755,Nicolas Bravo,Forest recovery following maize agriculture.5 y Enrique,0.05,1994.01.01,19940101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,400
1756,Nicolas Bravo,Forest recovery following maize agriculture.5 y Pedro,0.05,1994.01.01,19940101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,401
1757,Nicolas Bravo,Forest recovery following maize agriculture.6 y,0.05,1993.01.01,19930101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,402
1758,Nicolas Bravo,Forest recovery following maize agriculture.8 y,0.05,1991.01.01,19910101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,403
1759,Nicolas Bravo,Undisturbed forest NB1,0.05,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NA,404
1760,Nicolas Bravo,Undisturbed forest NB2,0.05,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NA,405
1761,Nicolas Bravo,Undisturbed forest Calakmulita,0.05,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NA,406
1762,Nizanda,mature 'old growth' forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1763,Northern Nigeria P. caribaea Plantation Chronosequence,stand development of an unmanaged monoculture,NAC,NI,NI,9,Regrowth,Planted,NA,NA,NA,1015
