"plot.ID","sites.sitename","plot.name","plot.area","establishment.ID","year.establishment.oldest.trees","regrowth.ID","regrowth.type","regrowth.year","dist.mrs.ID","distmrs.type","mortality","distmrs.year","dist.additional.mrs.ID","prior.history.ID","dist1.ID","dist1.type","dist1.mort","dist1.year","dist2.ID","dist2.type","dist2.mort","dist2.year","additional.dist.ID","management.CO2.ID","management.temperature.ID","management.hydrology.ID","management.nutrients.ID","management.biota.ID","management.other.ID"
2224,"Slash pine Florida clearcut","clear-cut slash pine plantation","NAC",0,"NAC",2224.02,"Planted","1998.915068",2224.01,"Cut","100","1997.328767",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2225,"Slash pine Florida mid","mid-rotation slash pine plantation","NAC",2225.02,"1989",2225.03,"Planted","1989",2225.01,"Cut","100","1988",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2226,"Slash pine Florida rotation-aged","rotation-aged slash pine plantation","NAC",2226.02,"1973",2226.03,"Planted","1973",2226.01,"Cut","100","1972",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2227,"Smithsonian Conservation Biology Institute CTFS-ForestGEO plot","25.6-ha forest dynamics plot","25.6",2227.03,"1900",0,"NAC","NAC",0,"No severe disturbance",NA,"1973",0,2227,2227.04,"Harvest","<100%","NI",2227.05,"Grazed","<100%","1909",2227.09,0,0,0,0,0,2227
2228,"Smithsonian Environmental Research Center (SERC), Frog Canyon","Quercus spp. old-growth forest","0.21",2228.01,"1874",0,"NAC","NAC",0,"No disturbance",NA,"1874",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2229,"Smithsonian Environmental Research Center (SERC), Hog Island","old-growth forest","0.21",2229.01,"1754",0,"NAC","NAC",0,"No disturbance",NA,"1754",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2230,"Sodankyla","unmanaged","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2231,"Solling project B1","Forest recovery following clear-cut.122y","NAC",2231.03,"1847",2231.02,"Initiation of post-disturbance cohort (natural)","1847",2231.01,"Cut","100","1847",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2232,"Solling project B3","Forest recovery following clear-cut.80y","NAC",2232.03,"1889",2232.02,"Initiation of post-disturbance cohort (natural)","1889",2232.01,"Cut","100","1889",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2233,"Solling project B4","Forest recovery following clear-cut.59y","NAC",2233.03,"1910",2233.02,"Initiation of post-disturbance cohort (natural)","1910",2233.01,"Cut","100","1910",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2234,"Solling project F1","spruce forest plantation","NAC",2234.02,"1882",2234.01,"Planted","1882",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2235,"Solling project F2","spruce forest plantation","NAC",2235.02,"1854",2235.01,"Planted","1854",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2236,"Solling project F3","spruce forest plantation","NAC",2236.02,"1935",2236.01,"Planted","1935",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2237,"Solling flux site (DE-Sol)","Managed","NAC",2237.01,"1887",2237.02,"Initiation of post-disturbance cohort (planted or natural)","1887",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2238,"Songfan","Picea, Abies","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2239,"Soroe","Managed","NAC",2239.01,"1916",2239.02,"Initiation of post-disturbance cohort (planted or natural)","1916",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2240,"Southeast Tree Research and Education Site (SETRES)","12 yr C","NAC",2240.03,"1985",2240.02,"Planted","1985",2240.01,"Harvest","100","1985",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2241,"Southeast Tree Research and Education Site (SETRES)","12 yr fertilized","NAC",2241.03,"1985",2241.02,"Planted","1985",2241.01,"Harvest","100","1985",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,2241,0,0
2242,"Southeast Tree Research and Education Site (SETRES)","12 yr irrigated","NAC",2242.03,"1985",2242.02,"Planted","1985",2242.01,"Harvest","100","1985",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,2242.04,0,0,0
2243,"Southeast Tree Research and Education Site (SETRES)","12 yr irrigated + fertilized","NAC",2243.03,"1985",2243.02,"Planted","1985",2243.01,"Harvest","100","1985",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,2243.11,2243,0,0
2244,"Southeastern Puerto Rico chronosequence","Forest recovery following pasture abandonment","NAC",0,"NAC",2244.02,"Initiation of post-disturbance cohort (natural)","1936",2244.01,"Grazed","100","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2245,"Southern Appalachians","cove forests","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2246,"Southern Finland","Pinus sylvestris","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2247,"Southern Karelian Spruce, Site 10","Forest recovery following clear-cut","NAC",2247.03,"1924",2247.02,"Initiation of post-disturbance cohort (natural)","1924",2247.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2248,"Southern Karelian Spruce, Site 11","Forest recovery following clear-cut","NAC",2248.03,"1915",2248.02,"Initiation of post-disturbance cohort (natural)","1915",2248.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2249,"Southern Karelian Spruce, Site 12","Forest recovery following clear-cut","NAC",2249.03,"1901",2249.02,"Initiation of post-disturbance cohort (natural)","1901",2249.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2250,"Southern Karelian Spruce, Site 13","Forest recovery following clear-cut","NAC",2250.03,"1887",2250.02,"Initiation of post-disturbance cohort (natural)","1887",2250.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2251,"Southern Karelian Spruce, Site 14","Forest recovery following clear-cut","NAC",2251.03,"1871",2251.02,"Initiation of post-disturbance cohort (natural)","1871",2251.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2252,"Southern Karelian Spruce, Site 15","Forest recovery following clear-cut","NAC",2252.03,"1860",2252.02,"Initiation of post-disturbance cohort (natural)","1860",2252.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2253,"Southern Karelian Spruce, Site 16","Forest recovery following clear-cut","NAC",2253.03,"1843",2253.02,"Initiation of post-disturbance cohort (natural)","1843",2253.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2254,"Southern Karelian Spruce, Site 17","Forest recovery following clear-cut","NAC",2254.03,"1831",2254.02,"Initiation of post-disturbance cohort (natural)","1831",2254.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2255,"Southern Karelian Spruce, Site 1","Forest recovery following clear-cut","NAC",2255.03,"1932",2255.02,"Initiation of post-disturbance cohort (natural)","1932",2255.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2256,"Southern Karelian Spruce, Site 2","Forest recovery following clear-cut","NAC",2256.03,"1924",2256.02,"Initiation of post-disturbance cohort (natural)","1924",2256.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2257,"Southern Karelian Spruce, Site 3","Forest recovery following clear-cut","NAC",2257.03,"1930",2257.02,"Initiation of post-disturbance cohort (natural)","1930",2257.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2258,"Southern Karelian Spruce, Site 4","Forest recovery following clear-cut","NAC",2258.03,"1926",2258.02,"Initiation of post-disturbance cohort (natural)","1926",2258.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2259,"Southern Karelian Spruce, Site 5","Forest recovery following clear-cut","NAC",2259.03,"1931",2259.02,"Initiation of post-disturbance cohort (natural)","1931",2259.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2260,"Southern Karelian Spruce, Site 6","Forest recovery following clear-cut","NAC",2260.03,"1927",2260.02,"Initiation of post-disturbance cohort (natural)","1927",2260.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2261,"Southern Karelian Spruce, Site 7","Forest recovery following clear-cut","NAC",2261.03,"1928",2261.02,"Initiation of post-disturbance cohort (natural)","1928",2261.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2262,"Southern Karelian Spruce, Site 8","Forest recovery following clear-cut","NAC",2262.03,"1947",2262.02,"Initiation of post-disturbance cohort (natural)","1947",2262.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2263,"Southern Karelian Spruce, Site 9","Forest recovery following clear-cut","NAC",2263.03,"1932",2263.02,"Initiation of post-disturbance cohort (natural)","1932",2263.01,"Cut","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2264,"Southern Khentei Taiga","unmanaged natural montane Larix sibirica forest","NAC",2264.01,"1700",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,2264.02,"Harvest","<100%","NI",2264.03,"Burned","NAC","1996",2264.04,0,0,0,0,0,0
2265,"southern NSW & Vict.","E. bridgesiana, E. cypellocarpa, E. muellerana","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2266,"southern Poland","Pinus sylvestris","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2267,"southern Queensland","Argyrodendron","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2268,"southern Tasmania 1","E. obliqua","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2269,"southern Tasmania 2","E. obliqua","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2270,"southern Tasmania 3","E. regnans","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2271,"Station Creek","unmanaged","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2272,"Subtropical broad-leaved evergreen forest chronosequence","Forest recovery following clear-cut.10y","NAC",2272.03,"1980",2272.02,"Initiation of post-disturbance cohort (natural)","1980",2272.01,"Cut","100","1930",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2273,"Subtropical broad-leaved evergreen forest chronosequence","Forest recovery following clear-cut.25y","NAC",2273.03,"1965",2273.02,"Initiation of post-disturbance cohort (natural)","1965",2273.01,"Cut","100","1930",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2274,"Subtropical broad-leaved evergreen forest chronosequence","Forest recovery following clear-cut.2y","NAC",2274.03,"1988",2274.02,"Initiation of post-disturbance cohort (natural)","1988",2274.01,"Cut","100","1930",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2275,"Subtropical broad-leaved evergreen forest chronosequence","Forest recovery following clear-cut.40y","NAC",2275.03,"1950",2275.02,"Initiation of post-disturbance cohort (natural)","1950",2275.01,"Cut","100","1930",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2276,"Subtropical broad-leaved evergreen forest chronosequence","Forest recovery following clear-cut.60y","NAC",2276.03,"1930",2276.02,"Initiation of post-disturbance cohort (natural)","1930",2276.01,"Cut","100","1930",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2277,"Sucusari A","terra firma SUC-01","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2278,"Sucusari B","terra firma SUC-02","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2279,"Sucusari C","terra firma SUC-03","NAC",0,"NI",0,"NI","NI",0,"NI",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2280,"Sucusari D","terra firma SUC-04","NAC",0,"NI",0,"NI","NI",0,"NI",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2281,"Sucusari E","terra firma SUC-05","NAC",0,"NI",0,"NI","NI",0,"NI",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2282,"Sulawesi","upland tropical forest","NAC",0,"NAC",0,"NI","NAC",0,"NI",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2283,"Surutu","Forest recovery following slash and burn agriculture.10y S3 or S14","NAC",2283.05,"1985",2283.04,"Initiation of post-disturbance cohort (natural)","1985",2283.03,"Cultivation","100","NI",2283,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2284,"Surutu","Forest recovery following slash and burn agriculture.12y","0.1",2284.05,"1983",2284.04,"Initiation of post-disturbance cohort (natural)","1983",2284.03,"Cultivation","100","NI",2284,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2285,"Surutu","Forest recovery following slash and burn agriculture.15y S4 or S6 or S17","NAC",2285.05,"1980",2285.04,"Initiation of post-disturbance cohort (natural)","1980",2285.03,"Cultivation","100","NI",2285,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2286,"Surutu","Forest recovery following slash and burn agriculture.20y","0.1",2286.05,"1975",2286.04,"Initiation of post-disturbance cohort (natural)","1975",2286.03,"Cultivation","100","NI",2286,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2287,"Surutu","Forest recovery following slash and burn agriculture.25y","0.1",2287.05,"1970",2287.04,"Initiation of post-disturbance cohort (natural)","1970",2287.03,"Cultivation","100","NI",2287,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2288,"Surutu","Forest recovery following slash and burn agriculture.4y","0.1",2288.05,"1991",2288.04,"Initiation of post-disturbance cohort (natural)","1991",2288.03,"Cultivation","100","NI",2288,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2289,"Surutu","Forest recovery following slash and burn agriculture.5y S7 or S18","NAC",2289.06,"1990",2289.05,"Initiation of post-disturbance cohort (natural)","1990",2289.04,"Grazed","100","NI",2289,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2290,"Surutu","Forest recovery following slash and burn agriculture.6y","0.1",2290.05,"1989",2290.04,"Initiation of post-disturbance cohort (natural)","1989",2290.03,"Cultivation","100","NI",2290,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2291,"Surutu","Forest recovery following slash and burn agriculture.8y S10 or S16","0.1",2291.05,"1987",2291.04,"Initiation of post-disturbance cohort (natural)","1987",2291.03,"Cultivation","100","NI",2291,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2292,"Susser Schlag","PO","NAC",2292.01,"1924",2292.02,"Initiation of post-disturbance cohort (planted or natural)","1924",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2293,"Swabian Jura NEC","Managed","NAC",2293.01,"1929",2293.02,"Initiation of post-disturbance cohort (planted or natural)","1929",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2294,"Swabian Jura NET","recently disturbed","NAC",2294.01,"1929",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,2294.02,"Cut","<100%","NAC",0,NA,NA,NA,0,0,0,0,0,0,0
2295,"Swabian Jura NWC","Managed","NAC",2295.01,"1929",2295.02,"Initiation of post-disturbance cohort (planted or natural)","1929",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2296,"Swabian Jura NWT","recently disturbed","NAC",2296.01,"1929",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,2296.02,"Cut","<100%","NAC",0,NA,NA,NA,0,0,0,0,0,0,0
2297,"Swabian Jura SWC","Managed","NAC",2297.01,"1929",2297.02,"Initiation of post-disturbance cohort (planted or natural)","1929",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2298,"Swabian Jura SWT","recently disturbed","NAC",2298.01,"1929",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,2298.02,"Cut","<100%","NAC",0,NA,NA,NA,0,0,0,0,0,0,0
2299,"Sweetbriar College, Carry Sanctuary","Quercus spp. old-growth forest","0.21",2299.01,"1728",0,"NAC","NAC",0,"No disturbance",NA,"1728",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2300,"Sweetbriar College, Constitution Oaks","Quercus spp. old-growth forest","0.21",2300.01,"1728",0,"NAC","NAC",0,"No disturbance",NA,"1728",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2301,"Sylvania","unmanaged hemlock-hardwood old-growth","NAC",2301.01,"1653",2301.02,"Initiation of post-disturbance cohort (natural)","1653",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2302,"Tablelands Juniper Savanna","Managed grazed juniper savannah private ranch","NAC",0,"NAC",2302.02,"Initiation of post-disturbance cohort (natural)","NI",2302.01,"Grazed",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2303,"Tahe Larix","Larix","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2304,"Tahe Pinus sylvestris var. mongolica","Pinus sylvestris var. mongolica","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2305,"Taimyr peninsula and Evenk region 1","Larix gmelinii, Larix cajanderi","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2306,"Taimyr peninsula and Evenk region 2","Larix gmelinii, Larix cajanderi","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2307,"Taimyr peninsula and Evenk region 3","Larix gmelinii, Larix cajanderi","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2308,"Taimyr peninsula and Evenk region 4","Larix gmelinii, Larix cajanderi","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2309,"Taimyr peninsula and Evenk region 5","Larix gmelinii, Larix cajanderi","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2310,"Taimyr peninsula and Evenk region 6","Larix gmelinii, Larix cajanderi","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2311,"Taimyr peninsula and Evenk region 7","Larix gmelinii, Larix cajanderi","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2312,"Takayama","secondary deciduous forest","NAC",2312.01,"1958",2312.02,"Initiation of post-disturbance cohort (planted or natural)","1958",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2313,"Tambopata-Candamo Reserve permanent plot TAM-01","terra firma, floodplain TAM-01","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2314,"Tambopata-Candamo Reserve permanent plot TAM-02","terra firma, floodplain TAM-02","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2315,"Tambopata-Candamo Reserve permanent plot TAM-03","swamp TAM-03","0.58",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2316,"Tambopata-Candamo Reserve permanent plot TAM-04","terra firma, floodplain TAM-04","0.42",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2317,"Tambopata-Candamo Reserve permanent plot TAM-05","terra firma unmanaged primary forest","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2318,"Tambopata-Candamo Reserve permanent plot TAM-06","terra firma, floodplain unmanaged primary forest","0.96",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2319,"Tambopata-Candamo Reserve permanent plot TAM-07","terra firma TAM-07","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2320,"Tambopata-Candamo Reserve permanent plot TAM-08","terra firma TAM-08","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2325,"Tampere","Pinus sylvestris, Picea abies, Betula pendula, B. pubescens","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2326,"Tanguro","control","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2327,"Tanguro","Managed burn annually","1",0,"NAC",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,2327.01,"Burned","NAC","2009",2327.02,"Burned","NAC","2010",2327.03,0,0,0,0,0,0
2328,"Tapajos (Malhi 2009)","lowland tropical forest","NAC",0,"NAC",0,"NI","NAC",0,"NI",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2329,"Tapajos (Poorter)","mature 'old growth' forest","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2330,"Tapajos 1","tropical old-growth forest","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2331,"Tapajos 2","tropical upland moist forest","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2332,"Tapajos Chave 1","old-growth tropical forest.TAP1 forest","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2333,"Tapajos Chave 2","old-growth tropical forest.TAP2 exclusion","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2334,"Tapajos National forest","mature forest clay soil","NAC",0,"NI",0,"NI","NI",0,"NI",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2335,"Tapajos National forest","mature forest sandy soil","NAC",0,"NI",0,"NI","NI",0,"NI",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2336,"Tapajos NF near km 67 on BR-163","well-drained old-growth upland forest","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2337,"Tapajos NF near km 83 on BR-163","Managed.logging concession","NAC",0,"NAC",0,"NI","NAC",0,"NI",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2338,"Tapajos NF near km 83 on BR-163","Managed.reduced impact logging","NAC",0,"NAC",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,2338.01,"Harvest","<100%","2001",0,NA,NA,NA,0,0,0,0,0,0,0
2339,"Tapajos NF near km 83 on BR-163","Managed.reduced impact logging TRIL6","NAC",0,"NAC",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,2339.02,"Harvest","<100%","2000",0,NA,NA,NA,0,0,0,0,0,0,0
2340,"Tapajos NF near km 83 on BR-163","Managed.reduced impact logging TRIL9","NAC",0,"NAC",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,2340.02,"Harvest","<100%","2000",0,NA,NA,NA,0,0,0,0,0,0,0
2341,"Tapajos NF near km 83 on BR-163","undisturbed forest","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NI",0,0,2341.01,"Cut","<100%","1975",0,NA,NA,NA,0,0,0,0,0,0,0
2342,"Tapajos NF near km 83 on BR-163","undisturbed forest TUF1","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2343,"Tapajos NF near km 83 on BR-163","undisturbed forest TUF2","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2344,"Tapajos,RP014","Nepstad et al. 2002","NAC",0,"NAC",0,"NI","NAC",0,"NI",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
2345,"Tapajos,RP014","terra firma,1-4d TAP-01","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
