history.ID,sites.sitename,plot.name,plot.area,event.sequence,date,date.loc,hist.cat,hist.type,est.regrowth.assumed.same.year,level,units,percent.mortality,hist.notes,plothistory.ID.v1
2180.03,Scituate Watershed J7,Forest recovery following pasture abandonment.23-y,NAC,3,1983,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA
2181.01,Scituate Watershed P1,Less disturbed uncultivated site.61-y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,cleared and probably used for grazing but never plowed,NA
2181.02,Scituate Watershed P1,Less disturbed uncultivated site.61-y,NAC,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2182.01,Sebulu,tropical lowland evergreen dipterocarp rainforest,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,2198
2183.01,Shangbaozuo 1,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2184.01,Shangbaozuo 2,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2185.01,Shangbaozuo 3,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2186.01,Shangbaozuo 4,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2187.01,Shangbaozuo 5,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2188.01,Shangbaozuo 6,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2189.01,Shangbaozuo 7,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2190.01,Sharps Bush,Agathis australis regenerating pole stand,0.4,1,NI,9,No.disturbance,No disturbance,NA,NA,NA,NA,NA,NA
2191.01,Shawan,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2192.01,Shennongjia,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2193.01,Shigayama,NI,NAC,1,1678,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. No information available,NA
2193.02,Shigayama,NI,NAC,2,1678,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. No information available,NA
2194.01,SHO 750,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",NAC,1,NI,9,Disturbance,Grazed,NA,NA,NA,100,History event derived from plot.name,NA
2194.02,SHO 750,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",NAC,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),0,NA,NA,NA,History event derived from plot.name,NA
2194.03,SHO 750,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",NAC,3,NI,9,Establishment,Establishment of oldest trees,0,NA,NA,NA,NA,NA
2195.01,"Sichuan Picea, Abies","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2196.01,"Sichuan Populus, Betula","Populus, Betula",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2197.01,Sierra Nevada 1.Musick,unmanaged,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,Unmanaged,NA
2198.01,Sierra Nevada 2.Chiquito,unmanaged,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,Unmanaged,NA
2199.01,Sierra Nevada 3.Fallbrook,unmanaged,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,Unmanaged,NA
2200.01,Siikaneva (NECC),boreal minerotrophic open wetland,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2201.01,Silas Little Experimental Forest Oak/Pine stand,gypsy moth defoliation,NAC,1,1914,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2201.02,Silas Little Experimental Forest Oak/Pine stand,gypsy moth defoliation,NAC,1,1914,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2202.01,Sinop flux station,mature transitional tropical forest,NAC,1,NI,9,No.info,NI,NA,NA,NA,NA,NA,1556
2203.01,Sinop,Cerrado-Amazon transitional forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,NAC,NA
2204.01,Sipitang,Forest recovery following drought and wildfire.2-y,NAC,1,1983,9,Disturbance,Drought,NA,NA,NA,100,History event derived from plot.name,NA
2204.02,Sipitang,Forest recovery following drought and wildfire.2-y,NAC,2,1983,9,Disturbance,Burned,NA,NA,NA,100,History event derived from plot.name,NA
2204.03,Sipitang,Forest recovery following drought and wildfire.2-y,NAC,3,1983,9,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,History event derived from plot.name,NA
2204.04,Sipitang,Forest recovery following drought and wildfire.2-y,NAC,4,1983,9,Establishment,Establishment of oldest trees,0,NA,NA,NA,year of establishment of oldest trees calculated based on reported stand age and date of measurement,NA
2205.01,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.20y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2205.02,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.20y,NAC,2,1949,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2205.03,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.20y,NAC,3,1949,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2206.01,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.30y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2206.02,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.30y,NAC,2,1939,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2206.03,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.30y,NAC,3,1939,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2207.01,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.65y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2207.02,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.65y,NAC,2,1904,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2207.03,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.65y,NAC,3,1904,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2208.01,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.20y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2208.02,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.20y,NAC,2,1949,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2208.03,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.20y,NAC,3,1949,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2209.01,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.30y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2209.02,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.30y,NAC,2,1939,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2209.03,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.30y,NAC,3,1939,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2210.01,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.65y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2210.02,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.65y,NAC,2,1904,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2210.03,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.65y,NAC,3,1904,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2211.01,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.20y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2211.02,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.20y,NAC,2,1949,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2211.03,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.20y,NAC,3,1949,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2212.01,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.30y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2212.02,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.30y,NAC,2,1939,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2212.03,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.30y,NAC,3,1939,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2213.01,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.65y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2213.02,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.65y,NAC,2,1904,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2213.03,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.65y,NAC,3,1904,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2214.01,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.20y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2214.02,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.20y,NAC,2,1949,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2214.03,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.20y,NAC,3,1949,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2215.01,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.30y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2215.02,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.30y,NAC,2,1939,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2215.03,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.30y,NAC,3,1939,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2216.01,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.65y,NAC,1,NI,9,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2216.02,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.65y,NAC,2,1904,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2216.03,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.65y,NAC,3,1904,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2217.01,Skogaby,planted heathland,NAC,1,1913,8,Regrowth,Planted,1,NA,NA,NA,Planted heathland in 1913,NA
2217.02,Skogaby,planted heathland,NAC,2,1964,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Planted heathland in 1913,NA
2218.01,Skukuza,semi-arid savanna,NAC,1,NI,9,No.info,NI,NA,NA,NA,NA,NA,NA
2219.01,Sky Oaks chaparral old,unmanaged unburned since 1901,NAC,1,1901,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2219.02,Sky Oaks chaparral old,unmanaged unburned since 1901,NAC,2,1901,8,No.disturbance,No disturbance,NA,NA,NA,NA,The last fire at this site was in 1901 (Luo et al 2007),NA
2220.01,Sky Oaks chaparral young,Managed.controlled burn,NAC,1,1993,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Luyssaert: burned 15 years ago; but follow AmeriFlux website data,NA
2220.02,Sky Oaks chaparral young,Managed.controlled burn,NAC,2,1993,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,Luyssaert: burned 15 years ago; but follow AmeriFlux website data,NA
2220.03,Sky Oaks chaparral young,Managed.controlled burn,NAC,3,1993,8,Disturbance,Burned,NA,NA,NA,NAC,Luyssaert: burned 15 years ago; but follow AmeriFlux website data,NA
2221.01,Skyttorp1,"Managed, recently disturbed",NAC,1,2002,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Managed,NA
2221.02,Skyttorp1,"Managed, recently disturbed",NAC,2,2002,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Managed,NA
2222.01,Skyttorp2,FI,NAC,1,1972,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Thinned and Fertilized,NA
2222.02,Skyttorp2,FI,NAC,2,1972,9,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Thinned and Fertilized,NA
2222.03,Skyttorp2,FI,NAC,3,NAC,9,Disturbance,Cut,NA,NA,NA,<100%,Thinned and Fertilized,NA
2222.04,Skyttorp2,FI,NAC,4,NAC,9,Management,Fertilization,NA,NA,NA,NA,Thinned and Fertilized,NA
2223.01,Skyttorp3,Managed,NAC,1,1941,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2223.02,Skyttorp3,Managed,NAC,2,1941,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
2224.01,Slash pine Florida clearcut,clear-cut slash pine plantation,NAC,1,1997.328767,6,Disturbance,Cut,NA,100,%,100,"Following stem-only harvest of this stand (May 1997 to January 1998), woody residue was raked into piles, and the site was bedded twice (June and November 1998)",NA
2224.02,Slash pine Florida clearcut,clear-cut slash pine plantation,NAC,2,1998.915068,6,Regrowth,Planted,1,NA,NA,NA,Mixed genotype seedlings were then planted at harvest density during December 1998 and January 1999,NA
2225.01,Slash pine Florida mid,mid-rotation slash pine plantation,NAC,1,1988,8.5,Disturbance,Cut,NA,100,%,100,"Trees had been planted at harvest densities, following similar harvest and site preparation",NA
2225.02,Slash pine Florida mid,mid-rotation slash pine plantation,NAC,2,1989,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,"slash pine plantations on industry land, established in 1989 and 1990. (but age in 1998 was 11)",NA
2225.03,Slash pine Florida mid,mid-rotation slash pine plantation,NAC,3,1989,8,Regrowth,Planted,1,NA,NA,NA,"slash pine plantations on industry land, established in 1989 and 1990. (but age in 1998 was 11)",NA
2226.01,Slash pine Florida rotation-aged,rotation-aged slash pine plantation,NAC,1,1972,8.5,Disturbance,Cut,NA,100,%,100,"The rotation-aged stand formerly at our clearcut site had been planted at harvest density in 1973, following similar harvest and site preparation",NA
2226.02,Slash pine Florida rotation-aged,rotation-aged slash pine plantation,NAC,2,1973,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,"The rotation-aged stand formerly at our clearcut site had been planted at harvest density in 1973, following similar harvest and site preparation",NA
2226.03,Slash pine Florida rotation-aged,rotation-aged slash pine plantation,NAC,3,1973,8,Regrowth,Planted,1,NA,NA,NA,"The rotation-aged stand formerly at our clearcut site had been planted at harvest density in 1973, following similar harvest and site preparation",NA
2227.01,Smithsonian Conservation Biology Institute CTFS-ForestGEO plot,25.6-ha forest dynamics plot,25.6,1,NI,9,Disturbance_prior,Cut,NA,NA,NA,<100%,detailed disturbance history in Bourg et al. 2013,NA
2227.02,Smithsonian Conservation Biology Institute CTFS-ForestGEO plot,25.6-ha forest dynamics plot,25.6,2,NI,9,Disturbance_prior,Cultivation,NA,NA,NA,<100%,small farms- SCBI property originally 42 farm parcels. The plot is large enough that some trees were likely left standing,NA
2227.03,Smithsonian Conservation Biology Institute CTFS-ForestGEO plot,25.6-ha forest dynamics plot,25.6,3,1900,8.5,Establishment,Establishment of oldest trees,0,NA,NA,NA,"Dendrochronological data from 492 tree cores suggested the major canopy trees established circa 1900, but scattered trees of several species existed earlier.",NA
2227.04,Smithsonian Conservation Biology Institute CTFS-ForestGEO plot,25.6-ha forest dynamics plot,25.6,4,NI,9,Disturbance,Harvest,NA,NA,NA,<100%,"The Posey Field, where the plot is located, was considered the best timber site within the Depot in a 1953 report",NA
2227.05,Smithsonian Conservation Biology Institute CTFS-ForestGEO plot,25.6-ha forest dynamics plot,25.6,5,1909,8,Disturbance,Grazed,NA,64,yrs,<100%,used as pasture 1909- 1973; previously private farmland,NA
2227.06,Smithsonian Conservation Biology Institute CTFS-ForestGEO plot,25.6-ha forest dynamics plot,25.6,6,1973,8,No.disturbance,No severe disturbance,0,NA,NA,NA,The cattle station was decommissioned in 1973 and the land was transferred to the Smithsonian Institution in 1975. The Smithsonian discontinued all livestock use of pastures and fields within the Posey Creek drainage upon assuming ownership.,NA
2227.07,Smithsonian Conservation Biology Institute CTFS-ForestGEO plot,25.6-ha forest dynamics plot,25.6,7,1980,8,Management,Other,NA,NA,NA,NA,Fence around SCBI property dramatically increased deer populations.,NA
2227.08,Smithsonian Conservation Biology Institute CTFS-ForestGEO plot,25.6-ha forest dynamics plot,25.6,8,1990,8,Management,Other,NA,NA,NA,NA,4-ha deer exclosure plot within the ForestGEO plot,NA
2227.09,Smithsonian Conservation Biology Institute CTFS-ForestGEO plot,25.6-ha forest dynamics plot,25.6,9,NA,9,Disturbance,Other,NA,NA,NA,0,Small gravel road through the plot is maintained.,NA
2228.01,"Smithsonian Environmental Research Center (SERC), Frog Canyon",Quercus spp. old-growth forest,0.21,1,1874,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2228.02,"Smithsonian Environmental Research Center (SERC), Frog Canyon",Quercus spp. old-growth forest,0.21,2,1874,8,No.disturbance,No disturbance,NA,NA,NA,NA,NA,NA
2229.01,"Smithsonian Environmental Research Center (SERC), Hog Island",old-growth forest,0.21,1,1754,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2229.02,"Smithsonian Environmental Research Center (SERC), Hog Island",old-growth forest,0.21,2,1754,8,No.disturbance,No disturbance,NA,NA,NA,NA,NA,NA
2230.01,Sodankyla,unmanaged,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,Unmanaged,NA
2231.01,Solling project B1,Forest recovery following clear-cut.122y,NAC,1,1847,8,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2231.02,Solling project B1,Forest recovery following clear-cut.122y,NAC,2,1847,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2231.03,Solling project B1,Forest recovery following clear-cut.122y,NAC,3,1847,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2232.01,Solling project B3,Forest recovery following clear-cut.80y,NAC,1,1889,8,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2232.02,Solling project B3,Forest recovery following clear-cut.80y,NAC,2,1889,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2232.03,Solling project B3,Forest recovery following clear-cut.80y,NAC,3,1889,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2233.01,Solling project B4,Forest recovery following clear-cut.59y,NAC,1,1910,8,Disturbance,Cut,NA,100,%,100,clear-cut,NA
2233.02,Solling project B4,Forest recovery following clear-cut.59y,NAC,2,1910,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
2233.03,Solling project B4,Forest recovery following clear-cut.59y,NAC,3,1910,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2234.01,Solling project F1,spruce forest plantation,NAC,1,1882,8,Regrowth,Planted,1,NA,NA,NA,NA,NA
2234.02,Solling project F1,spruce forest plantation,NAC,2,1882,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2235.01,Solling project F2,spruce forest plantation,NAC,1,1854,8,Regrowth,Planted,1,NA,NA,NA,NA,NA
2235.02,Solling project F2,spruce forest plantation,NAC,2,1854,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2236.01,Solling project F3,spruce forest plantation,NAC,1,1935,8,Regrowth,Planted,1,NA,NA,NA,NA,NA
2236.02,Solling project F3,spruce forest plantation,NAC,2,1935,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
2237.01,Solling flux site (DE-Sol),Managed,NAC,1,1887,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA
2237.02,Solling flux site (DE-Sol),Managed,NAC,2,1887,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA
2238.01,Songfan,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
2239.01,Soroe,Managed,NAC,1,1916,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Managed. Age from Pilegaard et al. 2001,NA
2239.02,Soroe,Managed,NAC,2,1916,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Managed. Age from Pilegaard et al. 2001,NA
2240.01,Southeast Tree Research and Education Site (SETRES),12 yr C,NAC,1,1985,8,Disturbance,Harvest,NA,NA,NA,100,harvest of previous natural longleaf pine (Pinus palustris) before planting,NA
2240.02,Southeast Tree Research and Education Site (SETRES),12 yr C,NAC,2,1985,8,Regrowth,Planted,1,1260,plants ha-1,NA,mix of 10 improved North Carolina piedmont loblolly,NA
2240.03,Southeast Tree Research and Education Site (SETRES),12 yr C,NAC,3,1985,8,Establishment,Establishment of oldest trees,1,1260,trees ha-1,NA,mix of 10 improved North Carolina piedmont loblolly,NA
2241.01,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,1,1985,8,Disturbance,Harvest,NA,NA,NA,100,harvest of previous natural longleaf pine (Pinus palustris) before planting,NA
2241.02,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,2,1985,8,Regrowth,Planted,1,1260,plants ha-1,NA,mix of 10 improved North Carolina piedmont loblolly,NA
2241.03,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,3,1985,8,Establishment,Establishment of oldest trees,1,1260,trees ha-1,NA,mix of 10 improved North Carolina piedmont loblolly,NA
2241.04,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,4,1992.248634,7,Management,Fertilization_N,NA,117.2,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.05,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,5,1992.248634,7,Management,Fertilization_P,NA,29,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.06,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,6,1992.248634,7,Management,Fertilization_K,NA,67.4,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.07,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,7,1992.248634,7,Management,Fertilization_Ca,NA,33.6,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.08,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,8,1992.248634,7,Management,Fertilization_Mg,NA,29.2,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.09,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,9,1992.248634,7,Management,Fertilization_S,NA,41.8,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.1,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,10,1992.248634,7,Management,Fertilization_B,NA,0.78,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.11,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,11,1993.246575,7,Management,Fertilization_N,NA,117.2,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.12,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,12,1993.246575,7,Management,Fertilization_P,NA,29,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.13,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,13,1993.246575,7,Management,Fertilization_K,NA,67.4,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.14,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,14,1993.246575,7,Management,Fertilization_Ca,NA,33.6,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.15,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,15,1993.246575,7,Management,Fertilization_Mg,NA,29.2,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.16,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,16,1993.246575,7,Management,Fertilization_S,NA,41.8,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.17,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,17,1993.246575,7,Management,Fertilization_B,NA,0.78,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.18,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,18,1994.246575,7,Management,Fertilization_N,NA,117.2,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
2241.19,Southeast Tree Research and Education Site (SETRES),12 yr fertilized,NAC,19,1994.246575,7,Management,Fertilization_P,NA,29,kg ha-1,NA,"Fertilizer applied annually. Through Dec 1996, fertilized treatments received a total of 586 kg N, 145 kg P, 337 kg K, 168 kg Ca, 146 kg Mg, 209 kg S, and 3.9 kg B per ha",NA
