site.ID,sites.sitename,network,alt.names,super.site,city,state,country,lat,lon,masl,geography.notes,mat,min.temp,max.temp,map,climate.notes,soil.texture,sand,silt,clay,soil.classification,soil.notes,hydrology.notes,site.notes,geographic.area,biogeog,Koeppen,FAO.ecozone,site.ID.v1,measurement.refs,site.ref,ref.notes,lacks.info.from.ori.pub,loaded.from,loaded.by,potential_duplicate_group,potential_duplicate_group_parsed,confirmed.unique,potential_duplicate_group_manual,duplicate.notes
2317,Robson Creek,FluxNet,NA,NA,NAC,NAC,Australia,-17.1175,145.6301,710,NA,NI,NI,NI,NI,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,50,Australia,Cfa,Tropical rainforest,NA,FLUXNET2015_2015_farc,FLUXNET2015_2015_farc,NA,NA,FLUXNET2015_2015_farc,Becky Banbury Morgan,0,0,NA,0,NA
2318,Wallaby Creek,FluxNet,NA,NA,NAC,NAC,Australia,-37.4259,145.1878,738,NA,NI,NI,NI,NI,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,147,Australia,Cfb,Temperate mountain system,NA,FLUXNET2015_2015_fawc; Martin_2007_ccia,FLUXNET2015_2015_fawc,NA,NA,FLUXNET2015_2015_fawc,Becky Banbury Morgan,94,1,NA,88,NA
2319,Whroo,FluxNet,NA,NA,NAC,NAC,Australia,-36.6732,145.0294,143,NA,NI,NI,NI,NI,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,885,Australia,Cfb,Subtropical steppe,NA,FLUXNET2015_2015_faw,FLUXNET2015_2015_faw,NA,NA,FLUXNET2015_2015_faw,Becky Banbury Morgan,0,0,NA,0,NA
2320,Wombat,FluxNet,AU-Wom; Wombat State Forest,NA,NAC,Victoria,Australia,-37.4222,144.0944,715,,12.1,NAC,NAC,871,NA,NAC,45.4,27.9,26.7,"Acidic-mottled, Dystrophic, Yellow Dermosol","Acidic-mottled, Dystrophic, Yellow Dermosol",Soil Drainage:  Dry,NA,886,Australia,Cfb,Subtropical steppe,NA,FLUXNET2015_2015_fawo; Hinko-Najera_2015_rtda,FLUXNET2015_2015_fawo; Hinko-Najera_2015_rtda,NA,0,FLUXNET2015_2015_fawo; Bond-Lamberty_2004_corr,Becky Banbury Morgan,0,0,1,0,NA
2321,Davos,FluxNet,CH-Dav,NA,Davos,NAC,Switzerland,46.8153,9.8559,1639,NA,2.8,NI,NI,1062,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,887,Europe,ET,Temperate mountain system,NA,FLUXNET2015_2015_fcd,FLUXNET2015_2015_fcd,NA,NA,FLUXNET2015_2015_fcd,Becky Banbury Morgan,485,1,1,421,NA
2322,Laegern (CH-Lae),FluxNet,CH-Lae; L<U+008A>geren,NA,NAC,NAC,Switzerland,47.4781,8.365,689,NA,8.3,NI,NI,1100,NA,NAC,NAC,NAC,NAC,Haplic cambisols,Haplic cambisols,Soil Drainage:  Dry,NA,888,Europe,Cfb,Temperate oceanic forest,NA,FLUXNET2015_2015_fcl; Ruehr_2010_evcs; Ruehr_2010_srfi,FLUXNET2015_2015_fcl; Ruehr_2010_evcs,NA,NA,FLUXNET2015_2015_fcl; Bond-Lamberty_2004_corr,Becky Banbury Morgan;R script: Bond-Lamberty,0,0,1,0,NA
2323,Lackenberg,FluxNet,NA,NA,NAC,NAC,Germany,49.0996,13.3047,1308,NA,4,NI,NI,1599,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,889,Europe,Cfb,Temperate mountain system,NA,FLUXNET2015_2015_fdl,FLUXNET2015_2015_fdl,NA,NA,FLUXNET2015_2015_fdl,Becky Banbury Morgan,0,0,NA,0,NA
2324,Oberbarenburg,FluxNet,NA,NA,NAC,NAC,Germany,50.7867,13.7213,734,NA,5.5,NI,NI,996,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,707,Europe,Cfb,Temperate mountain system,NA,FLUXNET2015_2015_fdo,FLUXNET2015_2015_fdo,NA,NA,FLUXNET2015_2015_fdo,Becky Banbury Morgan,0,0,NA,0,NA
2325,Ispra,FluxNet,NA,NA,NAC,NAC,Italy,45.8126,8.6336,210,NA,12.2,NI,NI,1300,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,890,Europe,Cfb,Temperate oceanic forest,NA,FLUXNET2015_2015_fiia,FLUXNET2015_2015_fiia,NA,NA,FLUXNET2015_2015_fiia,Becky Banbury Morgan,0,0,NA,0,NA
2326,Moshiri,FluxNet,NA,NA,NAC,NAC,Japan,44.3869,142.3186,585,NA,4.3,NI,NI,1943.9,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,891,Asia,Dfb,Temperate mountain system,NA,FLUXNET2015_2015_fiia,FLUXNET2015_2015_fiia,NA,NA,FLUXNET2015_2015_fiia,Becky Banbury Morgan,0,0,NA,0,NA
2327,Seto,FluxNet,NA,NA,NAC,NAC,Japan,35.2617,137.0788,205,NA,15.4,NI,NI,1564.6,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,524,Asia,Cfa,Subtropical humid forest,NA,FLUXNET2015_2015_fiia,FLUXNET2015_2015_fiia,NA,NA,FLUXNET2015_2015_fiia,Becky Banbury Morgan,0,0,NA,0,NA
2328,GLEES,FluxNet,NA,NA,NAC,NAC,United States of America,41.3665,-106.2399,3197,NA,0.8,NI,NI,1200,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,892,North America,Dfb,Temperate mountain system,NA,Massman_2015_fug,Massman_2015_fug,NA,NA,Massman_2015_fug,Becky Banbury Morgan,0,0,NA,0,NA
2329,Metolius Mature,FluxNet,NA,NA,NAC,Oregon,United States of America,44.4523,-121.5574,1253,NA,6.28,NI,NI,523,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,358,North America,Csb,Temperate mountain system,NA,Law_2015_fumm,Law_2015_fumm,NA,NA,Law_2015_fumm,Becky Banbury Morgan,316,1,NA,266,NA
2330,Metolius Young Pine Burn (US-Me6),FluxNet,US-Me6,NA,Sisters,Oregon,United States of America,44.32328,-121.6078,998,NA,7.59,NI,NI,494,NA,NAC,NAC,NAC,NAC,NAC,NAC,Soil Drainage:  Dry,NA,358,North America,Csb,Temperate mountain system,NA,Law_2015_fumy; Ruehr_2012_eowa,Law_2015_fumy,NA,NA,Law_2015_fumy,Becky Banbury Morgan,0,0,1,0,NA
2331,Poker Flat,FluxNet,NA,NA,NAC,NAC,United States of America,65.1237,-147.4876,210,NA,-2,NI,NI,275,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,893,North America,Dfc,Boreal mountain system,NA,Kobayashi_2015_fupp,Kobayashi_2015_fupp,NA,NA,Kobayashi_2015_fupp,Becky Banbury Morgan,0,0,NA,0,NA
2332,YRP,FluxNet,Young Red Pine; US-Wi0,NA,NAC,Wisconsin,United States of America,46.6188,-91.0814,349,NA,NI,NI,NI,NI,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,894,North America,Dfb,Temperate continental forest,NA,Chen_2015_fuyr,Chen_2015_fuyr,NA,NA,Chen_2015_fuyr,Becky Banbury Morgan,486,1,1,422,NA
2333,MHW,FluxNet,"Mature hardwood; 	US-Wi3",NA,NAC,Wisconsin,United States of America,46.6347,-91.0987,411,NA,NI,NI,NI,NI,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,894,North America,Dfb,Temperate continental forest,NA,Chen_2015_fumh,Chen_2015_fumh,NA,NA,Chen_2015_fumh,Becky Banbury Morgan,486,1,1,422,NA
2334,MRP,FluxNet,NA,NA,NAC,NAC,United States of America,46.7393,-91.1663,352,NA,NI,NI,NI,NI,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,894,North America,Dfb,Temperate continental forest,NA,Chen_2015_fumr,Chen_2015_fumr,NA,NA,Chen_2015_fumr,Becky Banbury Morgan,0,0,NA,0,NA
2335,Mongu,FluxNet,NA,NA,NAC,NAC,Zambia,-15.4378,23.2528,1053,NA,25,NI,NI,945,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,NA,895,Africa,Aw,Tropical moist forest,NA,FLUXNET2015_2015_fzm,FLUXNET2015_2015_fzm,NA,NA,FLUXNET2015_2015_fzm,Becky Banbury Morgan,0,0,NA,0,NA
2336,Podocarpus National Park 4,NA,NA,NA,NAC,Zamora Chinchipe,Ecuador,-3.97,-79.1,NAC,NA,NAC,NAC,NAC,1084,rainfall seasonality index SR (%) = 0.21,NAC,NAC,NAC,NAC,Cambisol,NA,NAC,NA,113,South America,Cfb,Tropical mountain system,1211,Moser_2007_acil,NA,NA,NA,Chave_2010_rasp,NA,355,1;2,1,303,NA
2337,Podocarpus National Park 5,NA,NA,NA,NAC,Zamora Chinchipe,Ecuador,-3.97,-79.1,NAC,NA,NAC,NAC,NAC,1084,rainfall seasonality index SR (%) = 0.21,NAC,NAC,NAC,NAC,Cambisol,NA,NAC,NA,113,South America,Cfb,Tropical mountain system,1211,Moser_2007_acil,NA,NA,NA,Chave_2010_rasp,NA,355,1;2,1,303,NA
2338,Sikfokut,NA,NA,NA,NAC,NAC,Hungary,47.9,20.47,265,NA,9.9,NAC,NAC,582,NA,NAC,NAC,NAC,NAC,NAC,NAC,NAC,NA,896,Europe,Cfb,Temperate continental forest,NA,DeAngelis_1981_pofe; Esser_1997_weab,DeAngelis_1981_pofe,NA,NA,DeAngelis_1981_pofe,Becky Banbury Morgan,0,0,NA,0,NA
2339,Dukes Research Natural Area,NA,NA,NA,NAC,Michigan,United States of America,46.42,-87.17,330,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NAC,NAC,NA,897,North America,Dfb,Temperate continental forest,NA,Fahey_2015_qcca,Woods_2000_lcas,NA,NA,Fahey_2015_qcca,Becky Banbury Morgan,0,0,NA,0,NA
2340,Huron Mountains,NA,NA,NA,NAC,Michigan,United States of America,46.87,-87.9,NAC,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NAC,NAC,NA,898,North America,Dfb,Temperate continental forest,NA,Fahey_2015_qcca,Woods_2014_mbdi,NA,NA,Fahey_2015_qcca,Becky Banbury Morgan,0,0,NA,0,NA
2341,Pantiacolla 2,RAINFOR,NA,NA,NAC,NA,Peru,-12.65,-71.26,595,NAC,23.5,NAC,NAC,2366,NA,NAC,NAC,NAC,NAC,NAC,NAC,NAC,NA,899,South America,Af,Tropical rainforest,NA,Malhi_2017_tvop,Malhi_2017_tvop,NA,NA,Malhi_2017_tvop,Becky Banbury Morgan,0,0,NA,0,NA
2342,Pantiacolla 3,RAINFOR,NA,NA,NAC,NA,Peru,-12.64,-71.27,848,NAC,21.9,NAC,NAC,2835,NA,NAC,NAC,NAC,NAC,NAC,NAC,NAC,NA,899,South America,Af,Tropical rainforest,NA,Malhi_2017_tvop,Malhi_2017_tvop,NA,NA,Malhi_2017_tvop,Becky Banbury Morgan,0,0,NA,0,NA
2343,San Pedro- SPD-01,RAINFOR,SPD-01,NA,NAC,Cusco,Peru,-13.047,-71.542,1776,NA,17.43,NAC,NAC,5302,NA,NAC,NAC,NAC,NAC,Umbrisol,Umbric gleysol,Soil Drainage:  Dry,NA,643,South America,Cfb,Tropical mountain system,NA,Huaraca Huasco_2014_spaa; Malhi_2017_tvop,Malhi_2017_tvop; Huaraca Huasco_2014_spaa,NA,NA,Malhi_2017_tvop; Bond-Lamberty_2004_corr,Becky Banbury Morgan,379,1;2,1,326,NA
2344,Esperanza,RAINFOR,NA,NA,NAC,NA,Peru,-13.18,-71.59,2863,NA,13.1,NAC,NAC,1560,NA,NAC,NAC,NAC,NAC,NAC,NAC,NAC,NA,643,South America,Cfb,Tropical mountain system,NA,Malhi_2017_tvop; Oliveras_2014_agaa,Malhi_2017_tvop,NA,NA,Malhi_2017_tvop,Becky Banbury Morgan,435,1,1,379,NA
2345,Acjanaco,RAINFOR,NA,NA,NAC,NA,Peru,-13.14,-71.63,3537,NA,9,NAC,NAC,1980,NA,NAC,NAC,NAC,NAC,NAC,NAC,NAC,NA,643,South America,Cfb,Tropical mountain system,NA,Malhi_2017_tvop; Oliveras_2014_agaa,Malhi_2017_tvop,NA,NA,Malhi_2017_tvop,Becky Banbury Morgan,0,0,NA,0,NA
2346,Santiam Pass OTER,Oregon transect,NA,NA,NAC,Oregon,United States of America,44.23,-121.5,1460,NA,6,NAC,NAC,1810,NA,NAC,NAC,NAC,NAC,NAC,NAC,NAC,NA,358,North America,Csb,Temperate mountain system,NA,Runyon_1994_elon,Collalti_2019_inpt,NA,NA,Collalti_2019_inpt,Becky Banbury Morgan,0,0,NA,0,NA
2347,BOREAS NSA-D1998,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,56.63,-99.94,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Gray luvisol (Boralf),Gray luvisol (Boralf),Soil Drainage:  Medium,NA,93,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,61,1,NAC,58,NA
2348,BOREAS NSA-D1995,NAC,NAC,NA,NAC,Manitoba,Canada,56.46,-99.97,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Gray luvisol (Boralf),Gray luvisol (Boralf),Soil Drainage:  Dry,NA,93,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2349,BOREAS NSA-D1989,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,55.91,-98.98,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Gray luvisol (Boralf),Gray luvisol (Boralf),Soil Drainage:  Medium,NA,92,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,60,1,NAC,57,NA
2350,BOREAS NSA-D1981,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,55.86,-98.48,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Gray luvisol (Boralf),Gray luvisol (Boralf),Soil Drainage:  Dry,NA,92,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,59,1,NAC,56,NA
2351,BOREAS NSA-D1964,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,55.92,-98.39,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Gray luvisol (Boralf),Gray luvisol (Boralf),Soil Drainage:  Medium,NA,92,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,59,1,NAC,56,NA
2352,BOREAS NSA-D1930,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,55.91,-98.52,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Gray luvisol (Boralf),Gray luvisol (Boralf),Soil Drainage:  Medium,NA,92,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,59,1,NAC,56,NA
2353,BOREAS NSA-D1850; NOBS,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,55.88,-98.48,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Gray luvisol (Boralf),Gray luvisol (Boralf),Soil Drainage:  Medium,NA,92,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,59,1,NAC,56,NA
2354,BOREAS NSA-W1998,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,56.63,-99.94,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Luvic gleysol (Aqualf),Luvic gleysol (Aqualf),Soil Drainage:  Wet,NA,93,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,61,2,NAC,58,NA
2355,BOREAS NSA-W1995,NAC,NAC,NA,NAC,Manitoba,Canada,56.46,-99.98,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Luvic gleysol (Aqualf),Luvic gleysol (Aqualf),Soil Drainage:  Wet,NA,93,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2356,BOREAS NSA-W1989,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,55.9,-98.98,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Luvic gleysol (Aqualf),Luvic gleysol (Aqualf),Soil Drainage:  Wet,NA,92,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,60,2,NAC,57,NA
2357,BOREAS NSA-W1981,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,55.86,-98.48,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Luvic gleysol (Aqualf),Luvic gleysol (Aqualf),Soil Drainage:  Wet,NA,92,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,59,1,NAC,56,NA
2358,BOREAS NSA-W1964,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,55.92,-98.39,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Luvic gleysol (Aqualf),Luvic gleysol (Aqualf),Soil Drainage:  Wet,NA,92,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,59,1,NAC,56,NA
2359,BOREAS NSA-W1930,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,55.91,-98.51,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Luvic gleysol (Aqualf),Luvic gleysol (Aqualf),Soil Drainage:  Wet,NA,92,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,59,1,NAC,56,NA
2360,BOREAS NSA-W1850; NOBS,NAC,NAC,BOREAS (Boreal Ecosystem-Atmospehre Study),NAC,Manitoba,Canada,55.88,-98.48,NAC,NA,0.8,NAC,NAC,450,NA,NAC,NAC,NAC,NAC,Luvic gleysol (Aqualf),Luvic gleysol (Aqualf),Soil Drainage:  Wet,NA,92,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2002_acff; Bond-Lamberty_2004_corr; Wang_2002_sscf,Bond-Lamberty_2004_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,59,1,NAC,56,NA
2361,Ewel9,NAC,NAC,NA,NAC,Florida,USA,29.95,-82.11,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,Ultic Haplaquod,Ultic Haplaquod,Soil Drainage:  Dry,NA,52,North America,Cfa,Subtropical humid forest,NA,Ewel_1987_scei,Ewel_1987_scei,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2362,Ewel29,NAC,NAC,NA,NAC,Florida,USA,29.95,-82.11,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,Ultic Haplaquod,Ultic Haplaquod,Soil Drainage:  Dry,NA,52,North America,Cfa,Subtropical humid forest,NA,Ewel_1987_scei,Ewel_1987_scei,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2363,Oak Ridge,NAC,NAC,Oak Ridge,Oak Ridge,Tennessee,USA,35.99,-84.29,NAC,NA,13.3,NAC,NAC,1265,NA,NAC,NAC,NAC,NAC,Emory cherty silt loam,Emory cherty silt loam,Soil Drainage:  Dry,NA,551,North America,Cfa,Temperate mountain system,NA,Edwards_1974_cmoc; Edwards_1975_eota; Edwards_1977_ccia; Edwards_1979_eosg; Edwards_1983_scdi; Edwards_1998_brro; Garten_2006_mfsc; King_2004_amso; Malhi_1999_tcbo; Wilson_2001_cieo; Witkamp_1966_rocd,Edwards_1977_ccia,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,339,1;2;3;4;5;6,supersite,288,supersite
2364,Haynes1,NAC,NAC,NA,NAC,Wisconsin,USA,46.17,-89.67,NAC,NA,4.2,NAC,NAC,586,NA,NAC,NAC,NAC,NAC,Haplorthod (loamy fine sand),Haplorthod (loamy fine sand),Soil Drainage:  Dry,NA,95,North America,Dfb,Temperate continental forest,NA,Haynes_1995_bcai,Haynes_1995_bcai,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2365,Harvard,NAC,NAC,Harvard Forest,NAC,Massachusetts,USA,42.5,-72.15,NAC,NA,6,NAC,NAC,1172,NA,NAC,NAC,NAC,NAC,"Inceptisol, Charlton series","Inceptisol, Charlton series",Soil Drainage:  Dry,NA,305,North America,Dfb,Temperate mountain system,NA,Bowden_1993_coal,Bowden_1993_coal,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,179,1,supersite,168,NA
2366,Wiedenbrunnen2,NAC,NAC,NA,NAC,NAC,Germany,50.13,11.87,760,NA,6,NAC,NAC,1019,NA,NAC,NAC,NAC,NAC,Cambic podzol,Cambic podzol,Soil Drainage:  Dry,NA,67,Europe,Cfb,Temperate mountain system,NA,Ekberg_2007_rios; Subke_2003_etvi,Subke_2003_etvi,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,37,1;2;3;4,NAC,34,NA
2367,Wiedenbrunnen,NAC,NAC,NA,NAC,NAC,Germany,50.13,11.87,770,NA,5.8,NAC,NAC,890,NA,NAC,NAC,NAC,NAC,Cambic podzol,Cambic podzol,Soil Drainage:  Dry,NA,67,Europe,Cfb,Temperate mountain system,NA,Buchmann_2000_baaf,Buchmann_2000_baaf,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,37,1;2;3;4,NAC,34,NA
2368,Duke FACE,NAC,NAC,NA,NAC,North Carolina,USA,36.07,-79.1,NAC,NA,15.5,NAC,NAC,1140,NA,NAC,NAC,NAC,NAC,Ultic alfisol,Ultic alfisol,Soil Drainage:  Dry,NA,217,North America,Cfa,Subtropical humid forest,NA,Andrews_1999_sorr; Andrews_2001_scda; Bernhardt_2006_leof; Drake_2008_fria; Drake_2012_trsh; Hamilton_2002_fcbu,Andrews_1999_sorr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2369,Arneth1,NAC,NAC,NA,NAC,NAC,New Zealand,-42.87,172.75,198,NA,10.8,NAC,NAC,658,NA,NAC,NAC,NAC,NAC,"Inceptisol, Ustrochrept","Inceptisol, Ustrochrept",Soil Drainage:  Dry,NA,59,Oceania,Cfb,Temperate oceanic forest,NA,Arneth_1998_nepn,Arneth_1998_nepn,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2370,Balmoral Forest plantation,NAC,NAC,NA,NAC,NAC,New Zealand,-42.87,172.75,198,NA,10.8,NAC,NAC,547,NA,NAC,NAC,NAC,NAC,Balmoral stony sandy loam,Balmoral stony sandy loam,Soil Drainage:  Dry,NA,59,Oceania,Cfb,Temperate oceanic forest,NA,Arneth_1998_evrs,Arneth_1998_evrs,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2372,Hesse Forest,NAC,NAC,NA,NAC,NAC,France,48.67,7.08,305,NA,9.2,NAC,NAC,820,NA,NAC,NAC,NAC,NAC,Gleyic luvisol,"Gleyic luvisol, Bulk density =  0.85 g cm-3.",Soil Drainage:  Dry,NA,311,Europe,Cfb,Temperate oceanic forest,NA,Epron_1999_scei; Epron_2001_sdos; Epron_2004_ivos; Granier_2000_tcbo; Hibbard_2005_aaos; Ngao_2005_etco,Epron_1999_scei,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2373,Euskirchen_2006_cfia research site in Michigan USA,NAC,NAC,NA,NAC,Michigan,USA,46,-88,NAC,NA,5,NAC,NAC,825,NA,NAC,NAC,NAC,NAC,Rubicon series sand,Rubicon series sand,Soil Drainage:  Dry,NA,900,North America,Dfb,Temperate continental forest,NA,Euskirchen_2006_cfia,Euskirchen_2006_cfia,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2374,Coweeta,LTER,NA,Coweeta,NAC,North Carolina,USA,35.08,-85.5,768,NA,12.9,NAC,NAC,1796,NA,NAC,NAC,NAC,NAC,Saunook complex,Saunook complex,Soil Drainage:  Dry,NA,901,North America,Cfa,Temperate mountain system,NA,Bolstad_2005_fapc,Bolstad_2005_fapc,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,supersite
2375,BOREAS SSA-OBS,NAC,NAC,NA,NAC,Saskatchewan,Canada,53.99,-105.12,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,Clay-sand,Clay-sand,Soil Drainage:  Medium,NA,591,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2004_corr; Malhi_1999_tcbo; Nakane_1997_scca; O'Connell_2003_nepo; Rayment_1999_svic; Rayment_2000_tasv; Ryan_1997_acco,O'Connell_2003_nepo,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2376,BOREAS SSA-BSSP,NAC,NAC,NA,NAC,Saskatchewan,Canada,53.99,-105.12,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,Clay-sand,Clay-sand,Soil Drainage:  Wet,NA,591,North America,Dfc,Boreal coniferous forest,NA,O'Connell_2003_nepo,O'Connell_2003_nepo,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
